 ====================================================================================
               Transient state solution for a 2D rectangular plate
                    for applications in steel reheating
                 e.g. Reheating furnaces for rolling processing
 ====================================================================================
 Author: Dickson Alves de Souza

 Based on lectures by professor Roberto Parreiras Tavares

 and book Numerical Heat Transfer and Fluid Flow
 by Suhas V. Patankar (1980)

 Federal University of Minas Gerais (UFMG)
 October 26th, 2017
 ====================================================================================
                              Input parameters:

 Lenght in X direction (meters):           1.0000
 Lenght in Y direction (meters):           0.2000
 Nodes in X direction:                         15
 Nodes in Y direction:                         15
 ====================================================================================

                       STAGE                1/  5
                       START Time:         0.0000
                       END Time:        1140.0000
                       Iterations:              480

 ====================================================================================
 Temperature of fluid at left face (T left):             1223.1500
 Temperature of fluid at right face (T right):           1223.1500
 Temperature of fluid at bottom face (T bottom):         1223.1500
 Temperature of fluid at top face (T top):               1223.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                2/  5
                       START Time:      1140.0000
                       END Time:        3060.0000
                       Iterations:              480

 ====================================================================================
 Temperature of fluid at left face (T left):             1423.1500
 Temperature of fluid at right face (T right):           1423.1500
 Temperature of fluid at bottom face (T bottom):         1423.1500
 Temperature of fluid at top face (T top):               1423.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                3/  5
                       START Time:      3060.0000
                       END Time:        4980.0000
                       Iterations:              480

 ====================================================================================
 Temperature of fluid at left face (T left):             1513.1500
 Temperature of fluid at right face (T right):           1513.1500
 Temperature of fluid at bottom face (T bottom):         1513.1500
 Temperature of fluid at top face (T top):               1513.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 SOLUTION of LINEAR SYSTEM: TDMA (tri-diagonal matrix algorithm)
      ADI approach employed in solution.
 Tolerance:       0.0010

 ====================================================================================
                    Calculation Results
 Current time:    4660.0000000000000       seconds
 Maximum Temperature :    1491.1647254616116
 Minimum Temperature :    1346.0090105059669
 Average(algebraic, non-weigthed) Temperature :    1411.6164125804128
 ====================================================================================
            I           J        X(m)        Y(m)        T(K)  Cp(J/kg.K) K(W/sq-m.K)
 ====================================================================================
            1           1      0.0000      0.0000   1487.8370    703.0000     54.0128
            1           2      0.0000      0.0143   1483.7979    703.0000     53.7504
            1           3      0.0000      0.0286   1480.2788    703.0000     53.5232
            1           4      0.0000      0.0429   1477.3517    703.0000     53.3353
            1           5      0.0000      0.0571   1475.0782    703.0000     53.1900
            1           6      0.0000      0.0714   1473.5072    703.0000     53.0899
            1           7      0.0000      0.0857   1472.6724    703.0000     53.0369
            1           8      0.0000      0.1000   1472.5916    703.0000     53.0317
            1           9      0.0000      0.1143   1473.2650    703.0000     53.0745
            1          10      0.0000      0.1286   1474.6761    703.0000     53.1644
            1          11      0.0000      0.1429   1476.7919    703.0000     53.2995
            1          12      0.0000      0.1571   1479.5645    703.0000     53.4773
            1          13      0.0000      0.1714   1482.9331    703.0000     53.6944
            1          14      0.0000      0.1857   1486.8263    703.0000     53.9469
            1          15      0.0000      0.2000   1491.1647    703.0000     54.2302
            2           1      0.0714      0.0000   1465.5808    703.0000     52.5892
            2           2      0.0714      0.0143   1457.9335    703.0000     52.1129
            2           3      0.0714      0.0286   1451.2399    703.0000     51.7014
            2           4      0.0714      0.0429   1445.6513    703.0000     51.3619
            2           5      0.0714      0.0571   1441.2989    703.0000     51.1000
            2           6      0.0714      0.0714   1438.2867    703.0000     50.9200
            2           7      0.0714      0.0857   1436.6880    703.0000     50.8250
            2           8      0.0714      0.1000   1436.5407    703.0000     50.8162
            2           9      0.0714      0.1143   1437.8461    703.0000     50.8938
            2          10      0.0714      0.1286   1440.5688    703.0000     51.0563
            2          11      0.0714      0.1429   1444.6384    703.0000     51.3007
            2          12      0.0714      0.1571   1449.9534    703.0000     51.6229
            2          13      0.0714      0.1714   1456.3856    703.0000     52.0173
            2          14      0.0714      0.1857   1463.7864    703.0000     52.4769
            2          15      0.0714      0.2000   1471.9926    703.0000     52.9937
            3           1      0.1429      0.0000   1446.3062    703.0000     51.4015
            3           2      0.1429      0.0143   1435.4956    703.0000     50.7543
            3           3      0.1429      0.0286   1425.9965    703.0000     50.1971
            3           4      0.1429      0.0429   1418.0412    703.0000     49.7389
            3           5      0.1429      0.0571   1411.8328    703.0000     49.3868
            3           6      0.1429      0.0714   1407.5345    703.0000     49.1458
            3           7      0.1429      0.0857   1405.2613    703.0000     49.0193
            3           8      0.1429      0.1000   1405.0729    703.0000     49.0088
            3           9      0.1429      0.1143   1406.9710    703.0000     49.1144
            3          10      0.1429      0.1286   1410.8990    703.0000     49.3342
            3          11      0.1429      0.1429   1416.7455    703.0000     49.6651
            3          12      0.1429      0.1571   1424.3507    703.0000     50.1017
            3          13      0.1429      0.1714   1433.5155    703.0000     50.6372
            3          14      0.1429      0.1857   1444.0113    703.0000     51.2629
            3          15      0.1429      0.2000   1455.5913    703.0000     51.9683
            4           1      0.2143      0.0000   1431.3820    703.0000     50.5117
            4           2      0.2143      0.0143   1418.1018    703.0000     49.7424
            4           3      0.2143      0.0286   1406.4022    703.0000     49.0827
            4           4      0.2143      0.0429   1396.5844    703.0000     48.5423
            4           5      0.2143      0.0571   1388.9137    703.0000     48.1287
            4           6      0.2143      0.0714   1383.6042    703.0000     47.8468
            4           7      0.2143      0.0857   1380.8069    703.0000     47.6998
            4           8      0.2143      0.1000   1380.6000    703.0000     47.6889
            4           9      0.2143      0.1143   1382.9848    703.0000     47.8142
            4          10      0.2143      0.1286   1387.8854    703.0000     48.0738
            4          11      0.2143      0.1429   1395.1539    703.0000     48.4646
            4          12      0.2143      0.1571   1404.5796    703.0000     48.9815
            4          13      0.2143      0.1714   1415.9013    703.0000     49.6170
            4          14      0.2143      0.1857   1428.8222    703.0000     50.3617
            4          15      0.2143      0.2000   1443.0250    703.0000     51.2036
            5           1      0.2857      0.0000   1421.0426    703.0000     49.9109
            5           2      0.2857      0.0143   1406.0433    703.0000     49.0627
            5           3      0.2857      0.0286   1392.8086    703.0000     48.3378
            5           4      0.2857      0.0429   1381.6902    703.0000     47.7461
            5           5      0.2857      0.0571   1372.9985    703.0000     47.2947
