 ====================================================================================
               Transient state solution for a 2D rectangular plate
                    for applications in steel reheating
                 e.g. Reheating furnaces for rolling processing
 ====================================================================================
 Author: Dickson Alves de Souza

 Based on lectures by professor Roberto Parreiras Tavares

 and book Numerical Heat Transfer and Fluid Flow
 by Suhas V. Patankar (1980)

 Federal University of Minas Gerais (UFMG)
 October 26th, 2017
 ====================================================================================
                              Input parameters:

 Lenght in X direction (meters):           1.0000
 Lenght in Y direction (meters):           0.2000
 Nodes in X direction:                         15
 Nodes in Y direction:                         15
 ====================================================================================

                       STAGE                1/  5
                       START Time:         0.0000
                       END Time:        1140.0000
                       Iterations:              432

 ====================================================================================
 Temperature of fluid at left face (T left):             1223.1500
 Temperature of fluid at right face (T right):           1223.1500
 Temperature of fluid at bottom face (T bottom):         1223.1500
 Temperature of fluid at top face (T top):               1223.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                2/  5
                       START Time:      1140.0000
                       END Time:        3060.0000
                       Iterations:              432

 ====================================================================================
 Temperature of fluid at left face (T left):             1423.1500
 Temperature of fluid at right face (T right):           1423.1500
 Temperature of fluid at bottom face (T bottom):         1423.1500
 Temperature of fluid at top face (T top):               1423.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                3/  5
                       START Time:      3060.0000
                       END Time:        4980.0000
                       Iterations:              432

 ====================================================================================
 Temperature of fluid at left face (T left):             1513.1500
 Temperature of fluid at right face (T right):           1513.1500
 Temperature of fluid at bottom face (T bottom):         1513.1500
 Temperature of fluid at top face (T top):               1513.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 SOLUTION of LINEAR SYSTEM: TDMA (tri-diagonal matrix algorithm)
      ADI approach employed in solution.
 Tolerance:       0.0010

 ====================================================================================
                    Calculation Results
 Current time:    4060.0000000000000       seconds
 Maximum Temperature :    1475.5501362309976
 Minimum Temperature :    1249.9985329905580
 Average(algebraic, non-weigthed) Temperature :    1348.4407969334084
 ====================================================================================
            I           J        X(m)        Y(m)        T(K)  Cp(J/kg.K) K(W/sq-m.K)
 ====================================================================================
            1           1      0.0000      0.0000   1469.5602    703.0000     52.8397
            1           2      0.0000      0.0143   1462.5677    703.0000     52.4008
            1           3      0.0000      0.0286   1456.4619    703.0000     52.0220
            1           4      0.0000      0.0429   1451.3770    703.0000     51.7098
            1           5      0.0000      0.0571   1447.4284    703.0000     51.4695
            1           6      0.0000      0.0714   1444.7070    703.0000     51.3049
            1           7      0.0000      0.0857   1443.2755    703.0000     51.2186
            1           8      0.0000      0.1000   1443.1652    703.0000     51.2120
            1           9      0.0000      0.1143   1444.3752    703.0000     51.2849
            1          10      0.0000      0.1286   1446.8724    703.0000     51.4358
            1          11      0.0000      0.1429   1450.5929    703.0000     51.6619
            1          12      0.0000      0.1571   1455.4451    703.0000     51.9593
            1          13      0.0000      0.1714   1461.3138    703.0000     52.3226
            1          14      0.0000      0.1857   1468.0646    703.0000     52.7454
            1          15      0.0000      0.2000   1475.5501    703.0000     53.2201
            2           1      0.0714      0.0000   1431.6570    703.0000     50.5278
            2           2      0.0714      0.0143   1418.4314    703.0000     49.7612
            2           3      0.0714      0.0286   1406.7988    703.0000     49.1048
            2           4      0.0714      0.0429   1397.0555    703.0000     48.5680
            2           5      0.0714      0.0571   1389.4589    703.0000     48.1578
            2           6      0.0714      0.0714   1384.2141    703.0000     47.8790
            2           7      0.0714      0.0857   1381.4631    703.0000     47.7342
            2           8      0.0714      0.1000   1381.2777    703.0000     47.7244
            2           9      0.0714      0.1143   1383.6565    703.0000     47.8496
            2          10      0.0714      0.1286   1388.5256    703.0000     48.1080
            2          11      0.0714      0.1429   1395.7422    703.0000     48.4966
            2          12      0.0714      0.1571   1405.1028    703.0000     49.0105
            2          13      0.0714      0.1714   1416.3535    703.0000     49.6427
            2          14      0.0714      0.1857   1429.2031    703.0000     50.3840
            2          15      0.0714      0.2000   1443.3372    703.0000     51.2224
            3           1      0.1429      0.0000   1400.9707    703.0000     48.7822
            3           2      0.1429      0.0143   1382.6243    703.0000     47.7952
            3           3      0.1429      0.0286   1366.4082    703.0000     46.9591
            3           4      0.1429      0.0429   1352.7768    703.0000     46.2832
            3           5      0.1429      0.0571   1342.1289    703.0000     45.7727
            3           6      0.1429      0.0714   1334.7837    703.0000     45.4295
            3           7      0.1429      0.0857   1330.9623    703.0000     45.2539
            3           8      0.1429      0.1000   1330.7755    703.0000     45.2454
            3           9      0.1429      0.1143   1334.2188    703.0000     45.4034
            3          10      0.1429      0.1286   1341.1732    703.0000     45.7276
            3          11      0.1429      0.1429   1351.4126    703.0000     46.2170
            3          12      0.1429      0.1571   1364.6174    703.0000     46.8689
            3          13      0.1429      0.1714   1380.3927    703.0000     47.6781
