 ====================================================================================
               Transient state solution for a 2D rectangular plate
                    for applications in steel reheating
                 e.g. Reheating furnaces for rolling processing
 ====================================================================================
 Author: Dickson Alves de Souza

 Based on lectures by professor Roberto Parreiras Tavares

 and book Numerical Heat Transfer and Fluid Flow
 by Suhas V. Patankar (1980)

 Federal University of Minas Gerais (UFMG)
 October 26th, 2017
 ====================================================================================
                              Input parameters:

 Lenght in X direction (meters):           1.0000
 Lenght in Y direction (meters):           0.2000
 Nodes in X direction:                         15
 Nodes in Y direction:                         15
 ====================================================================================

                       STAGE                1/  5
                       START Time:         0.0000
                       END Time:        1140.0000
                       Iterations:              186

 ====================================================================================
 Temperature of fluid at left face (T left):             1223.1500
 Temperature of fluid at right face (T right):           1223.1500
 Temperature of fluid at bottom face (T bottom):         1223.1500
 Temperature of fluid at top face (T top):               1223.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                2/  5
                       START Time:      1140.0000
                       END Time:        3060.0000
                       Iterations:              186

 ====================================================================================
 Temperature of fluid at left face (T left):             1423.1500
 Temperature of fluid at right face (T right):           1423.1500
 Temperature of fluid at bottom face (T bottom):         1423.1500
 Temperature of fluid at top face (T top):               1423.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 SOLUTION of LINEAR SYSTEM: TDMA (tri-diagonal matrix algorithm)
      ADI approach employed in solution.
 Tolerance:       0.0010

 ====================================================================================
                    Calculation Results
 Current time:    1540.0000000000000       seconds
 Maximum Temperature :    1176.9864986271202
 Minimum Temperature :    718.83984815130714
 Average(algebraic, non-weigthed) Temperature :    854.10565647920407
 ====================================================================================
            I           J        X(m)        Y(m)        T(K)  Cp(J/kg.K) K(W/sq-m.K)
 ====================================================================================
            1           1      0.0000      0.0000   1109.5648    878.7855     38.6951
            1           2      0.0000      0.0143   1069.2328   1000.2336     38.2890
            1           3      0.0000      0.0286   1037.4019   1114.2275     38.1396
            1           4      0.0000      0.0429   1014.5363   1156.5988     38.1243
            1           5      0.0000      0.0571    999.9198   1087.6425     38.1542
            1           6      0.0000      0.0714    991.6231   1051.8396     38.1849
            1           7      0.0000      0.0857    988.6357   1039.5131     38.1984
            1           8      0.0000      0.1000    990.5057   1047.1947     38.1898
            1           9      0.0000      0.1143    997.2071   1075.6784     38.1632
            1          10      0.0000      0.1286   1009.1654   1130.3608     38.1317
            1          11      0.0000      0.1429   1027.4580   1224.2149     38.1236
            1          12      0.0000      0.1571   1054.3121   1051.7558     38.2003
            1          13      0.0000      0.1714   1088.5865    938.6275     38.4534
            1          14      0.0000      0.1857   1129.9159    827.9300     38.9928
            1          15      0.0000      0.2000   1176.9865    739.1524     39.9207
            2           1      0.0714      0.0000    975.0168    986.9383     38.2757
            2           2      0.0714      0.0143    928.5942    847.2590     38.7333
            2           3      0.0714      0.0286    893.4863    774.8740     39.2721
            2           4      0.0714      0.0429    867.8406    735.9864     39.7660
            2           5      0.0714      0.0571    850.3197    714.8957     40.1503
            2           6      0.0714      0.0714    839.9659    704.2066     40.3947
            2           7      0.0714      0.0857    836.1527    700.5689     40.4879
            2           8      0.0714      0.1000    838.5441    702.8322     40.4293
            2           9      0.0714      0.1143    847.0700    711.4082     40.2257
            2          10      0.0714      0.1286    861.9216    728.4093     39.8917
            2          11      0.0714      0.1429    883.5666    758.5922     39.4533
            2          12      0.0714      0.1571    912.7832    811.6000     38.9559
            2          13      0.0714      0.1714    950.7048    906.7355     38.4784
            2          14      0.0714      0.1857    999.0704   1083.8690     38.1569
            2          15      0.0714      0.2000   1060.5515   1029.7932     38.2334
            3           1      0.1429      0.0000    916.6678    819.8702     38.8982
            3           2      0.1429      0.0143    868.3139    736.6132     39.7562
            3           3      0.1429      0.0286    831.4615    696.3004     40.6049
            3           4      0.1429      0.0429    804.4268    675.6075     41.3279
            3           5      0.1429      0.0571    785.9439    664.5872     41.8684
            3           6      0.1429      0.0714    775.1098    659.0310     42.2020
            3           7      0.1429      0.0857    771.3371    657.2269     42.3209
            3           8      0.1429      0.1000    774.3192    658.6477     42.2268
            3           9      0.1429      0.1143    784.0100    663.5516     41.9271
            3          10      0.1429      0.1286    800.6188    673.1568     41.4363
            3          11      0.1429      0.1429    824.6201    690.4625     40.7801
            3          12      0.1429      0.1571    856.7821    722.2117     40.0042
            3          13      0.1429      0.1714    898.2145    783.2322     39.1902
            3          14      0.1429      0.1857    950.4461    905.9692     38.4810
            3          15      0.1429      0.2000   1015.5120   1161.4805     38.1234
            4           1      0.2143      0.0000    887.8563    765.4305     39.3734
            4           2      0.2143      0.0143    839.1465    703.4119     40.4146
            4           3      0.2143      0.0286    801.9533    674.0042     41.3982
            4           4      0.2143      0.0429    774.6743    658.8195     42.2156
            4           5      0.2143      0.0571    756.0836    650.5051     42.8163
            4           6      0.2143      0.0714    745.3027    646.2028     43.1800
            4           7      0.2143      0.0857    741.7640    644.8538     43.3018
            4           8      0.2143      0.1000    745.1798    646.1555     43.1842
            4           9      0.2143      0.1143    755.5248    650.2741     42.8349
            4          10      0.2143      0.1286    773.0303    658.0289     42.2674
            4          11      0.2143      0.1429    798.1946    671.6482     41.5061
            4          12      0.2143      0.1571    831.8051    696.6055     40.5963
            4          13      0.2143      0.1714    874.9740    745.7778     39.6204
            4          14      0.2143      0.1857    929.1864    848.7006     38.7256
