 ====================================================================================
               Transient state solution for a 2D rectangular plate
                    for applications in steel reheating
                 e.g. Reheating furnaces for rolling processing
 ====================================================================================
 Author: Dickson Alves de Souza

 Based on lectures by professor Roberto Parreiras Tavares

 and book Numerical Heat Transfer and Fluid Flow
 by Suhas V. Patankar (1980)

 Federal University of Minas Gerais (UFMG)
 October 26th, 2017
 ====================================================================================
                              Input parameters:

 Lenght in X direction (meters):           1.0000
 Lenght in Y direction (meters):           0.2000
 Nodes in X direction:                         15
 Nodes in Y direction:                         15
 ====================================================================================

                       STAGE                1/  5
                       START Time:         0.0000
                       END Time:        1140.0000
                       Iterations:              448

 ====================================================================================
 Temperature of fluid at left face (T left):             1223.1500
 Temperature of fluid at right face (T right):           1223.1500
 Temperature of fluid at bottom face (T bottom):         1223.1500
 Temperature of fluid at top face (T top):               1223.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                2/  5
                       START Time:      1140.0000
                       END Time:        3060.0000
                       Iterations:              448

 ====================================================================================
 Temperature of fluid at left face (T left):             1423.1500
 Temperature of fluid at right face (T right):           1423.1500
 Temperature of fluid at bottom face (T bottom):         1423.1500
 Temperature of fluid at top face (T top):               1423.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                3/  5
                       START Time:      3060.0000
                       END Time:        4980.0000
                       Iterations:              448

 ====================================================================================
 Temperature of fluid at left face (T left):             1513.1500
 Temperature of fluid at right face (T right):           1513.1500
 Temperature of fluid at bottom face (T bottom):         1513.1500
 Temperature of fluid at top face (T top):               1513.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 SOLUTION of LINEAR SYSTEM: TDMA (tri-diagonal matrix algorithm)
      ADI approach employed in solution.
 Tolerance:       0.0010

 ====================================================================================
                    Calculation Results
 Current time:    4260.0000000000000       seconds
 Maximum Temperature :    1481.7977948794553
 Minimum Temperature :    1286.2195771962238
 Average(algebraic, non-weigthed) Temperature :    1372.7027882586826
 ====================================================================================
            I           J        X(m)        Y(m)        T(K)  Cp(J/kg.K) K(W/sq-m.K)
 ====================================================================================
            1           1      0.0000      0.0000   1476.8902    703.0000     53.3058
            1           2      0.0000      0.0143   1471.0852    703.0000     52.9362
            1           3      0.0000      0.0286   1466.0192    703.0000     52.6167
            1           4      0.0000      0.0429   1461.8011    703.0000     52.3530
            1           5      0.0000      0.0571   1458.5243    703.0000     52.1494
            1           6      0.0000      0.0714   1456.2633    703.0000     52.0097
            1           7      0.0000      0.0857   1455.0694    703.0000     51.9362
            1           8      0.0000      0.1000   1454.9691    703.0000     51.9300
            1           9      0.0000      0.1143   1455.9622    703.0000     51.9912
            1          10      0.0000      0.1286   1458.0220    703.0000     52.1183
            1          11      0.0000      0.1429   1461.0969    703.0000     52.3091
            1          12      0.0000      0.1571   1465.1125    703.0000     52.5599
            1          13      0.0000      0.1714   1469.9754    703.0000     52.8660
            1          14      0.0000      0.1857   1475.5770    703.0000     53.2218
            1          15      0.0000      0.2000   1481.7978    703.0000     53.6211
            2           1      0.0714      0.0000   1445.1308    703.0000     51.3304
            2           2      0.0714      0.0143   1434.1301    703.0000     50.6735
            2           3      0.0714      0.0286   1424.4690    703.0000     50.1085
            2           4      0.0714      0.0429   1416.3838    703.0000     49.6445
            2           5      0.0714      0.0571   1410.0800    703.0000     49.2882
            2           6      0.0714      0.0714   1405.7226    703.0000     49.0449
            2           7      0.0714      0.0857   1403.4264    703.0000     48.9176
            2           8      0.0714      0.1000   1403.2506    703.0000     48.9079
            2           9      0.0714      0.1143   1405.1955    703.0000     49.0156
            2          10      0.0714      0.1286   1409.2025    703.0000     49.2390
            2          11      0.0714      0.1429   1415.1578    703.0000     49.5748
            2          12      0.0714      0.1571   1422.8987    703.0000     50.0178
            2          13      0.0714      0.1714   1432.2223    703.0000     50.5611
            2          14      0.0714      0.1857   1442.8958    703.0000     51.1958
            2          15      0.0714      0.2000   1454.6677    703.0000     51.9115
            3           1      0.1429      0.0000   1418.6775    703.0000     49.7753
            3           2      0.1429      0.0143   1403.2860    703.0000     48.9099
            3           3      0.1429      0.0286   1389.7054    703.0000     48.1710
            3           4      0.1429      0.0429   1378.2992    703.0000     47.5688
            3           5      0.1429      0.0571   1369.3873    703.0000     47.1101
            3           6      0.1429      0.0714   1363.2281    703.0000     46.7992
            3           7      0.1429      0.0857   1360.0021    703.0000     46.6384
            3           8      0.1429      0.1000   1359.8019    703.0000     46.6285
            3           9      0.1429      0.1143   1362.6264    703.0000     46.7691
            3          10      0.1429      0.1286   1368.3816    703.0000     47.0590
            3          11      0.1429      0.1429   1376.8864    703.0000     47.4954
            3          12      0.1429      0.1571   1387.8842    703.0000     48.0738
            3          13      0.1429      0.1714   1401.0583    703.0000     48.7871
