 ====================================================================================
               Transient state solution for a 2D rectangular plate
                    for applications in steel reheating
                 e.g. Reheating furnaces for rolling processing
 ====================================================================================
 Author: Dickson Alves de Souza

 Based on lectures by professor Roberto Parreiras Tavares

 and book Numerical Heat Transfer and Fluid Flow
 by Suhas V. Patankar (1980)

 Federal University of Minas Gerais (UFMG)
 October 26th, 2017
 ====================================================================================
                              Input parameters:

 Lenght in X direction (meters):           1.0000
 Lenght in Y direction (meters):           0.2000
 Nodes in X direction:                         15
 Nodes in Y direction:                         15
 ====================================================================================

                       STAGE                1/  5
                       START Time:         0.0000
                       END Time:        1140.0000
                       Iterations:              228

 ====================================================================================
 Temperature of fluid at left face (T left):             1223.1500
 Temperature of fluid at right face (T right):           1223.1500
 Temperature of fluid at bottom face (T bottom):         1223.1500
 Temperature of fluid at top face (T top):               1223.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                2/  5
                       START Time:      1140.0000
                       END Time:        3060.0000
                       Iterations:              228

 ====================================================================================
 Temperature of fluid at left face (T left):             1423.1500
 Temperature of fluid at right face (T right):           1423.1500
 Temperature of fluid at bottom face (T bottom):         1423.1500
 Temperature of fluid at top face (T top):               1423.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 SOLUTION of LINEAR SYSTEM: TDMA (tri-diagonal matrix algorithm)
      ADI approach employed in solution.
 Tolerance:       0.0010

 ====================================================================================
                    Calculation Results
 Current time:    1940.0000000000000       seconds
 Maximum Temperature :    1264.8258242216345
 Minimum Temperature :    830.13560170209962
 Average(algebraic, non-weigthed) Temperature :    965.32007549299203
 ====================================================================================
            I           J        X(m)        Y(m)        T(K)  Cp(J/kg.K) K(W/sq-m.K)
 ====================================================================================
            1           1      0.0000      0.0000   1222.8199    703.0000     41.1444
            1           2      0.0000      0.0143   1193.9617    717.5824     40.3372
            1           3      0.0000      0.0286   1168.9555    751.3355     39.7388
            1           4      0.0000      0.0429   1148.5437    787.8551     39.3201
            1           5      0.0000      0.0571   1133.2521    820.2905     39.0476
            1           6      0.0000      0.0714   1123.4024    843.4167     38.8907
            1           7      0.0000      0.0857   1119.1457    853.9420     38.8275
            1           8      0.0000      0.1000   1120.5023    850.5531     38.8473
            1           9      0.0000      0.1143   1127.3896    833.8472     38.9525
            1          10      0.0000      0.1286   1139.6261    806.2520     39.1569
            1          11      0.0000      0.1429   1156.9122    771.9307     39.4841
            1          12      0.0000      0.1571   1178.7979    736.5784     39.9631
            1          13      0.0000      0.1714   1204.6484    703.0000     40.6216
            1          14      0.0000      0.1857   1233.5754    703.0000     41.4769
            1          15      0.0000      0.2000   1264.8258    703.0000     42.5399
            2           1      0.0714      0.0000   1086.5454    944.8397     38.4335
            2           2      0.0714      0.0143   1043.8164   1090.0301     38.1577
            2           3      0.0714      0.0286   1009.5473   1132.1913     38.1311
            2           4      0.0714      0.0429    984.1502   1021.5505     38.2209
            2           5      0.0714      0.0571    966.3437    956.4058     38.3386
            2           6      0.0714      0.0714    955.3566    920.8146     38.4333
            2           7      0.0714      0.0857    950.7430    906.8490     38.4780
            2           8      0.0714      0.1000    952.2918    911.4745     38.4627
            2           9      0.0714      0.1143    959.9934    935.4267     38.3913
            2          10      0.0714      0.1286    974.0507    983.4268     38.2822
            2          11      0.0714      0.1429    994.9374   1065.8618     38.1715
            2          12      0.0714      0.1571   1023.5279   1202.9614     38.1212
            2          13      0.0714      0.1714   1061.3532   1027.0142     38.2380
            2          14      0.0714      0.1857   1106.6753    886.5881     38.6579
            2          15      0.0714      0.2000   1157.4052    771.0337     39.4941
            3           1      0.1429      0.0000   1026.5063   1219.0121     38.1228
            3           2      0.1429      0.0143    981.4589   1011.0817     38.2358
            3           3      0.1429      0.0286    946.0298    893.1552     38.5267
            3           4      0.1429      0.0429    919.1867    825.4001     38.8618
