 ====================================================================================
               Transient state solution for a 2D rectangular plate
                    for applications in steel reheating
                 e.g. Reheating furnaces for rolling processing
 ====================================================================================
 Author: Dickson Alves de Souza

 Based on lectures by professor Roberto Parreiras Tavares

 and book Numerical Heat Transfer and Fluid Flow
 by Suhas V. Patankar (1980)

 Federal University of Minas Gerais (UFMG)
 October 26th, 2017
 ====================================================================================
                              Input parameters:

 Lenght in X direction (meters):           1.0000
 Lenght in Y direction (meters):           0.2000
 Nodes in X direction:                         15
 Nodes in Y direction:                         15
 ====================================================================================

                       STAGE                1/  5
                       START Time:         0.0000
                       END Time:        1140.0000
                       Iterations:              496

 ====================================================================================
 Temperature of fluid at left face (T left):             1223.1500
 Temperature of fluid at right face (T right):           1223.1500
 Temperature of fluid at bottom face (T bottom):         1223.1500
 Temperature of fluid at top face (T top):               1223.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                2/  5
                       START Time:      1140.0000
                       END Time:        3060.0000
                       Iterations:              496

 ====================================================================================
 Temperature of fluid at left face (T left):             1423.1500
 Temperature of fluid at right face (T right):           1423.1500
 Temperature of fluid at bottom face (T bottom):         1423.1500
 Temperature of fluid at top face (T top):               1423.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                3/  5
                       START Time:      3060.0000
                       END Time:        4980.0000
                       Iterations:              496

 ====================================================================================
 Temperature of fluid at left face (T left):             1513.1500
 Temperature of fluid at right face (T right):           1513.1500
 Temperature of fluid at bottom face (T bottom):         1513.1500
 Temperature of fluid at top face (T top):               1513.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 SOLUTION of LINEAR SYSTEM: TDMA (tri-diagonal matrix algorithm)
      ADI approach employed in solution.
 Tolerance:       0.0010

 ====================================================================================
                    Calculation Results
 Current time:    4860.0000000000000       seconds
 Maximum Temperature :    1494.7053490648157
 Minimum Temperature :    1370.3089123585326
 Average(algebraic, non-weigthed) Temperature :    1427.0410986950153
 ====================================================================================
            I           J        X(m)        Y(m)        T(K)  Cp(J/kg.K) K(W/sq-m.K)
 ====================================================================================
            1           1      0.0000      0.0000   1491.9536    703.0000     54.2820
            1           2      0.0000      0.0143   1488.5758    703.0000     54.0609
            1           3      0.0000      0.0286   1485.6348    703.0000     53.8695
            1           4      0.0000      0.0429   1483.1896    703.0000     53.7110
            1           5      0.0000      0.0571   1481.2907    703.0000     53.5884
            1           6      0.0000      0.0714   1479.9777    703.0000     53.5039
            1           7      0.0000      0.0857   1479.2782    703.0000     53.4589
            1           8      0.0000      0.1000   1479.2065    703.0000     53.4543
            1           9      0.0000      0.1143   1479.7633    703.0000     53.4901
            1          10      0.0000      0.1286   1480.9353    703.0000     53.5655
            1          11      0.0000      0.1429   1482.6961    703.0000     53.6791
            1          12      0.0000      0.1571   1485.0071    703.0000     53.8287
            1          13      0.0000      0.1714   1487.8189    703.0000     54.0116
            1          14      0.0000      0.1857   1491.0734    703.0000     54.2243
            1          15      0.0000      0.2000   1494.7053    703.0000     54.4629
            2           1      0.0714      0.0000   1473.3191    703.0000     53.0780
            2           2      0.0714      0.0143   1466.9314    703.0000     52.6740
            2           3      0.0714      0.0286   1461.3479    703.0000     52.3247
            2           4      0.0714      0.0429   1456.6912    703.0000     52.0361
            2           5      0.0714      0.0571   1453.0663    703.0000     51.8132
            2           6      0.0714      0.0714   1450.5566    703.0000     51.6597
            2           7      0.0714      0.0857   1449.2207    703.0000     51.5783
            2           8      0.0714      0.1000   1449.0889    703.0000     51.5703
            2           9      0.0714      0.1143   1450.1629    703.0000     51.6357
            2          10      0.0714      0.1286   1452.4148    703.0000     51.7733
            2          11      0.0714      0.1429   1455.7892    703.0000     51.9805
            2          12      0.0714      0.1571   1460.2055    703.0000     52.2537
            2          13      0.0714      0.1714   1465.5612    703.0000     52.5880
            2          14      0.0714      0.1857   1471.7367    703.0000     52.9775
            2          15      0.0714      0.2000   1478.5998    703.0000     53.4153
            3           1      0.1429      0.0000   1456.9721    703.0000     52.0535
            3           2      0.1429      0.0143   1447.9151    703.0000     51.4990
            3           3      0.1429      0.0286   1439.9717    703.0000     51.0206
            3           4      0.1429      0.0429   1433.3287    703.0000     50.6262
            3           5      0.1429      0.0571   1428.1479    703.0000     50.3224
            3           6      0.1429      0.0714   1424.5595    703.0000     50.1138
            3           7      0.1429      0.0857   1422.6546    703.0000     50.0037
            3           8      0.1429      0.1000   1422.4811    703.0000     49.9937
            3           9      0.1429      0.1143   1424.0410    703.0000     50.0838
            3          10      0.1429      0.1286   1427.2905    703.0000     50.2724
            3          11      0.1429      0.1429   1432.1422    703.0000     50.5563
            3          12      0.1429      0.1571   1438.4702    703.0000     50.9310
            3          13      0.1429      0.1714   1446.1162    703.0000     51.3900
