 ====================================================================================
               Transient state solution for a 2D rectangular plate
                    for applications in steel reheating
                 e.g. Reheating furnaces for rolling processing
 ====================================================================================
 Author: Dickson Alves de Souza

 Based on lectures by professor Roberto Parreiras Tavares

 and book Numerical Heat Transfer and Fluid Flow
 by Suhas V. Patankar (1980)

 Federal University of Minas Gerais (UFMG)
 October 26th, 2017
 ====================================================================================
                              Input parameters:

 Lenght in X direction (meters):           1.0000
 Lenght in Y direction (meters):           0.2000
 Nodes in X direction:                         15
 Nodes in Y direction:                         15
 ====================================================================================

                       STAGE                1/  5
                       START Time:         0.0000
                       END Time:        1140.0000
                       Iterations:              399

 ====================================================================================
 Temperature of fluid at left face (T left):             1223.1500
 Temperature of fluid at right face (T right):           1223.1500
 Temperature of fluid at bottom face (T bottom):         1223.1500
 Temperature of fluid at top face (T top):               1223.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                2/  5
                       START Time:      1140.0000
                       END Time:        3060.0000
                       Iterations:              399

 ====================================================================================
 Temperature of fluid at left face (T left):             1423.1500
 Temperature of fluid at right face (T right):           1423.1500
 Temperature of fluid at bottom face (T bottom):         1423.1500
 Temperature of fluid at top face (T top):               1423.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                3/  5
                       START Time:      3060.0000
                       END Time:        4980.0000
                       Iterations:              399

 ====================================================================================
 Temperature of fluid at left face (T left):             1513.1500
 Temperature of fluid at right face (T right):           1513.1500
 Temperature of fluid at bottom face (T bottom):         1513.1500
 Temperature of fluid at top face (T top):               1513.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 SOLUTION of LINEAR SYSTEM: TDMA (tri-diagonal matrix algorithm)
      ADI approach employed in solution.
 Tolerance:       0.0010

 ====================================================================================
                    Calculation Results
 Current time:    3660.0000000000000       seconds
 Maximum Temperature :    1457.6269415002282
 Minimum Temperature :    1162.6407308527146
 Average(algebraic, non-weigthed) Temperature :    1287.9838007215931
 ====================================================================================
            I           J        X(m)        Y(m)        T(K)  Cp(J/kg.K) K(W/sq-m.K)
 ====================================================================================
            1           1      0.0000      0.0000   1448.5799    703.0000     51.5394
            1           2      0.0000      0.0143   1438.1944    703.0000     50.9145
            1           3      0.0000      0.0286   1429.1753    703.0000     50.3824
            1           4      0.0000      0.0429   1421.7185    703.0000     49.9498
            1           5      0.0000      0.0571   1415.9749    703.0000     49.6212
            1           6      0.0000      0.0714   1412.0517    703.0000     49.3991
            1           7      0.0000      0.0857   1410.0152    703.0000     49.2846
            1           8      0.0000      0.1000   1409.8929    703.0000     49.2777
            1           9      0.0000      0.1143   1411.6767    703.0000     49.3780
            1          10      0.0000      0.1286   1415.3237    703.0000     49.5842
            1          11      0.0000      0.1429   1420.7578    703.0000     49.8945
            1          12      0.0000      0.1571   1427.8687    703.0000     50.3061
            1          13      0.0000      0.1714   1436.5114    703.0000     50.8145
            1          14      0.0000      0.1857   1446.5039    703.0000     51.4135
            1          15      0.0000      0.2000   1457.6269    703.0000     52.0939
            2           1      0.0714      0.0000   1395.2950    703.0000     48.4723
            2           2      0.0714      0.0143   1376.0678    703.0000     47.4530
            2           3      0.0714      0.0286   1359.2130    703.0000     46.5993
            2           4      0.0714      0.0429   1345.1771    703.0000     45.9173
            2           5      0.0714      0.0571   1334.3156    703.0000     45.4079
            2           6      0.0714      0.0714   1326.8878    703.0000     45.0689
            2           7      0.0714      0.0857   1323.0574    703.0000     44.8971
            2           8      0.0714      0.1000   1322.8962    703.0000     44.8899
            2           9      0.0714      0.1143   1326.3884    703.0000     45.0464
            2          10      0.0714      0.1286   1333.4340    703.0000     45.3673
            2          11      0.0714      0.1429   1343.8518    703.0000     45.8543
            2          12      0.0714      0.1571   1357.3808    703.0000     46.5087
            2          13      0.0714      0.1714   1373.6822    703.0000     47.3299
            2          14      0.0714      0.1857   1392.3429    703.0000     48.3127
            2          15      0.0714      0.2000   1412.8835    703.0000     49.4461
            3           1      0.1429      0.0000   1355.3035    703.0000     46.4066
            3           2      0.1429      0.0143   1329.3694    703.0000     45.1813
            3           3      0.1429      0.0286   1306.5114    703.0000     44.1783
            3           4      0.1429      0.0429   1287.4042    703.0000     43.3964
            3           5      0.1429      0.0571   1272.5972    703.0000     42.8264
            3           6      0.1429      0.0714   1262.4978    703.0000     42.4557
            3           7      0.1429      0.0857   1257.3663    703.0000     42.2731
            3           8      0.1429      0.1000   1257.3161    703.0000     42.2714
            3           9      0.1429      0.1143   1262.3181    703.0000     42.4493
            3          10      0.1429      0.1286   1272.2067    703.0000     42.8117
            3          11      0.1429      0.1429   1286.6856    703.0000     43.3680
            3          12      0.1429      0.1571   1305.3356    703.0000     44.1287
            3          13      0.1429      0.1714   1327.6243    703.0000     45.1022
            3          14      0.1429      0.1857   1352.9187    703.0000     46.2901
            3          15      0.1429      0.2000   1380.5074    703.0000     47.6841
            4           1      0.2143      0.0000   1328.0480    703.0000     45.1213
            4           2      0.2143      0.0143   1297.5504    703.0000     43.8051
            4           3      0.2143      0.0286   1270.5806    703.0000     42.7512
            4           4      0.2143      0.0429   1247.9780    703.0000     41.9490
            4           5      0.2143      0.0571   1230.4374    703.0000     41.3781
            4           6      0.2143      0.0714   1218.4946    703.0000     41.0155
            4           7      0.2143      0.0857   1212.5011    703.0000     40.8415
            4           8      0.2143      0.1000   1212.6112    703.0000     40.8446
            4           9      0.2143      0.1143   1218.7811    703.0000     41.0239
            4          10      0.2143      0.1286   1230.7770    703.0000     41.3887
            4          11      0.2143      0.1429   1248.1912    703.0000     41.9562
            4          12      0.2143      0.1571   1270.4644    703.0000     42.7469
            4          13      0.2143      0.1714   1296.9142    703.0000     43.7791
            4          14      0.2143      0.1857   1326.7467    703.0000     45.0625
            4          15      0.2143      0.2000   1359.0857    703.0000     46.5930
            5           1      0.2857      0.0000   1311.6970    703.0000     44.3994
            5           2      0.2857      0.0143   1278.4762    703.0000     43.0489
            5           3      0.2857      0.0286   1249.0336    703.0000     41.9848
            5           4      0.2857      0.0429   1224.3010    703.0000     41.1891
            5           5      0.2857      0.0571   1205.0584    703.0000     40.6329
            5           6      0.2857      0.0714   1191.8889    719.9076     40.2841
            5           7      0.2857      0.0857   1185.3161    727.8514     40.1197
            5           8      0.2857      0.1000   1185.5671    727.5322     40.1258
            5           9      0.2857      0.1143   1192.5828    719.1196     40.3018
            5          10      0.2857      0.1286   1206.0306    703.0000     40.6597
            5          11      0.2857      0.1429   1225.3238    703.0000     41.2203
            5          12      0.2857      0.1571   1249.8443    703.0000     42.0124
            5          13      0.2857      0.1714   1278.8216    703.0000     43.0621
            5          14      0.2857      0.1857   1311.3706    703.0000     44.3854
            5          15      0.2857      0.2000   1346.5221    703.0000     45.9815
            6           1      0.3571      0.0000   1303.1296    703.0000     44.0361
            6           2      0.3571      0.0143   1268.4867    703.0000     42.6737
            6           3      0.3571      0.0286   1237.7394    703.0000     41.6103
            6           4      0.3571      0.0429   1211.8603    703.0000     40.8232
            6           5      0.3571      0.0571   1191.6490    720.1822     40.2779
            6           6      0.3571      0.0714   1177.8473    737.9213     39.9408
            6           7      0.3571      0.0857   1170.9883    748.1333     39.7839
            6           8      0.3571      0.1000   1171.3177    747.6219     39.7913
            6           9      0.3571      0.1143   1178.7695    736.6183     39.9624
            6          10      0.3571      0.1286   1192.9799    718.6730     40.3120
            6          11      0.3571      0.1429   1213.3345    703.0000     40.8654
            6          12      0.3571      0.1571   1239.0683    703.0000     41.6533
            6          13      0.3571      0.1714   1269.3856    703.0000     42.7069
            6          14      0.3571      0.1857   1303.3616    703.0000     44.0458
            6          15      0.3571      0.2000   1339.9826    703.0000     45.6717
            7           1      0.4286      0.0000   1299.2338    703.0000     43.8744
            7           2      0.4286      0.0143   1263.9465    703.0000     42.5080
            7           3      0.4286      0.0286   1232.6070    703.0000     41.4463
            7           4      0.4286      0.0429   1206.2055    703.0000     40.6645
            7           5      0.4286      0.0571   1185.5505    727.5533     40.1254
            7           6      0.4286      0.0714   1171.4514    747.4151     39.7943
            7           7      0.4286      0.0857   1164.4584    758.7022     39.6411
            7           8      0.4286      0.1000   1164.8237    758.0893     39.6489
            7           9      0.4286      0.1143   1172.4777    745.8379     39.8174
            7          10      0.4286      0.1286   1187.0439    725.6795     40.1623
            7          11      0.4286      0.1429   1207.8861    703.0000     40.7112
            7          12      0.4286      0.1571   1234.1742    703.0000     41.4959
            7          13      0.4286      0.1714   1265.1021    703.0000     42.5499
            7          14      0.4286      0.1857   1299.7270    703.0000     43.8947
            7          15      0.4286      0.2000   1337.0154    703.0000     45.5330
            8           1      0.5000      0.0000   1298.1454    703.0000     43.8295
            8           2      0.5000      0.0143   1262.6788    703.0000     42.4623
            8           3      0.5000      0.0286   1231.1749    703.0000     41.4012
            8           4      0.5000      0.0429   1204.6289    703.0000     40.6211
            8           5      0.5000      0.0571   1183.8513    729.7394     40.0839
            8           6      0.5000      0.0714   1169.6704    750.2002     39.7546
            8           7      0.5000      0.0857   1162.6407    761.7896     39.6025
            8           8      0.5000      0.1000   1163.0157    761.1475     39.6104
