 ====================================================================================
               Transient state solution for a 2D rectangular plate
                    for applications in steel reheating
                 e.g. Reheating furnaces for rolling processing
 ====================================================================================
 Author: Dickson Alves de Souza

 Based on lectures by professor Roberto Parreiras Tavares

 and book Numerical Heat Transfer and Fluid Flow
 by Suhas V. Patankar (1980)

 Federal University of Minas Gerais (UFMG)
 October 26th, 2017
 ====================================================================================
                              Input parameters:

 Lenght in X direction (meters):           1.0000
 Lenght in Y direction (meters):           0.2000
 Nodes in X direction:                         15
 Nodes in Y direction:                         15
 ====================================================================================

                       STAGE                1/  5
                       START Time:         0.0000
                       END Time:        1140.0000
                       Iterations:              508

 ====================================================================================
 Temperature of fluid at left face (T left):             1223.1500
 Temperature of fluid at right face (T right):           1223.1500
 Temperature of fluid at bottom face (T bottom):         1223.1500
 Temperature of fluid at top face (T top):               1223.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                2/  5
                       START Time:      1140.0000
                       END Time:        3060.0000
                       Iterations:              508

 ====================================================================================
 Temperature of fluid at left face (T left):             1423.1500
 Temperature of fluid at right face (T right):           1423.1500
 Temperature of fluid at bottom face (T bottom):         1423.1500
 Temperature of fluid at top face (T top):               1423.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                3/  5
                       START Time:      3060.0000
                       END Time:        4980.0000
                       Iterations:              508

 ====================================================================================
 Temperature of fluid at left face (T left):             1513.1500
 Temperature of fluid at right face (T right):           1513.1500
 Temperature of fluid at bottom face (T bottom):         1513.1500
 Temperature of fluid at top face (T top):               1513.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 SOLUTION of LINEAR SYSTEM: TDMA (tri-diagonal matrix algorithm)
      ADI approach employed in solution.
 Tolerance:       0.0010

 ====================================================================================
                    Calculation Results
 Current time:    4980.0000000000000       seconds
 Maximum Temperature :    1496.6066979902553
 Minimum Temperature :    1383.6629181607927
 Average(algebraic, non-weigthed) Temperature :    1435.4438390050555
 ====================================================================================
            I           J        X(m)        Y(m)        T(K)  Cp(J/kg.K) K(W/sq-m.K)
 ====================================================================================
            1           1      0.0000      0.0000   1494.1594    703.0000     54.4270
            1           2      0.0000      0.0143   1491.1352    703.0000     54.2283
            1           3      0.0000      0.0286   1488.5031    703.0000     54.0562
            1           4      0.0000      0.0429   1486.3154    703.0000     53.9137
            1           5      0.0000      0.0571   1484.6164    703.0000     53.8034
            1           6      0.0000      0.0714   1483.4412    703.0000     53.7273
            1           7      0.0000      0.0857   1482.8142    703.0000     53.6867
            1           8      0.0000      0.1000   1482.7479    703.0000     53.6825
            1           9      0.0000      0.1143   1483.2430    703.0000     53.7145
            1          10      0.0000      0.1286   1484.2881    703.0000     53.7821
            1          11      0.0000      0.1429   1485.8601    703.0000     53.8841
            1          12      0.0000      0.1571   1487.9251    703.0000     54.0185
            1          13      0.0000      0.1714   1490.4399    703.0000     54.1828
            1          14      0.0000      0.1857   1493.3530    703.0000     54.3739
            1          15      0.0000      0.2000   1496.6067    703.0000     54.5884
            2           1      0.0714      0.0000   1477.4685    703.0000     53.3428
            2           2      0.0714      0.0143   1471.7539    703.0000     52.9786
            2           3      0.0714      0.0286   1466.7627    703.0000     52.6634
            2           4      0.0714      0.0429   1462.6024    703.0000     52.4029
            2           5      0.0714      0.0571   1459.3648    703.0000     52.2015
            2           6      0.0714      0.0714   1457.1228    703.0000     52.0628
            2           7      0.0714      0.0857   1455.9272    703.0000     51.9890
            2           8      0.0714      0.1000   1455.8048    703.0000     51.9815
            2           9      0.0714      0.1143   1456.7571    703.0000     52.0402
            2          10      0.0714      0.1286   1458.7602    703.0000     52.1641
            2          11      0.0714      0.1429   1461.7663    703.0000     52.3508
            2          12      0.0714      0.1571   1465.7053    703.0000     52.5970
            2          13      0.0714      0.1714   1470.4879    703.0000     52.8984
            2          14      0.0714      0.1857   1476.0097    703.0000     53.2495
            2          15      0.0714      0.2000   1482.1540    703.0000     53.6441
            3           1      0.1429      0.0000   1462.7256    703.0000     52.4106
            3           2      0.1429      0.0143   1454.6107    703.0000     51.9080
            3           3      0.1429      0.0286   1447.5012    703.0000     51.4739
            3           4      0.1429      0.0429   1441.5603    703.0000     51.1157
            3           5      0.1429      0.0571   1436.9292    703.0000     50.8393
            3           6      0.1429      0.0714   1433.7206    703.0000     50.6493
            3           7      0.1429      0.0857   1432.0137    703.0000     50.5488
            3           8      0.1429      0.1000   1431.8502    703.0000     50.5392
            3           9      0.1429      0.1143   1433.2322    703.0000     50.6205
            3          10      0.1429      0.1286   1436.1223    703.0000     50.7914
            3          11      0.1429      0.1429   1440.4454    703.0000     51.0489
            3          12      0.1429      0.1571   1446.0926    703.0000     51.3886
            3          13      0.1429      0.1714   1452.9267    703.0000     51.8046
            3          14      0.1429      0.1857   1460.7882    703.0000     52.2899
            3          15      0.1429      0.2000   1469.5018    703.0000     52.8360
            4           1      0.2143      0.0000   1450.9562    703.0000     51.6841
            4           2      0.2143      0.0143   1440.9108    703.0000     51.0767
            4           3      0.2143      0.0286   1432.0902    703.0000     50.5533
            4           4      0.2143      0.0429   1424.7063    703.0000     50.1223
