 ====================================================================================
               Transient state solution for a 2D rectangular plate
                    for applications in steel reheating
                 e.g. Reheating furnaces for rolling processing
 ====================================================================================
 Author: Dickson Alves de Souza

 Based on lectures by professor Roberto Parreiras Tavares

 and book Numerical Heat Transfer and Fluid Flow
 by Suhas V. Patankar (1980)

 Federal University of Minas Gerais (UFMG)
 October 26th, 2017
 ====================================================================================
                              Input parameters:

 Lenght in X direction (meters):           1.0000
 Lenght in Y direction (meters):           0.2000
 Nodes in X direction:                         15
 Nodes in Y direction:                         15
 ====================================================================================

                       STAGE                1/  5
                       START Time:         0.0000
                       END Time:        1140.0000
                       Iterations:              270

 ====================================================================================
 Temperature of fluid at left face (T left):             1223.1500
 Temperature of fluid at right face (T right):           1223.1500
 Temperature of fluid at bottom face (T bottom):         1223.1500
 Temperature of fluid at top face (T top):               1223.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                2/  5
                       START Time:      1140.0000
                       END Time:        3060.0000
                       Iterations:              270

 ====================================================================================
 Temperature of fluid at left face (T left):             1423.1500
 Temperature of fluid at right face (T right):           1423.1500
 Temperature of fluid at bottom face (T bottom):         1423.1500
 Temperature of fluid at top face (T top):               1423.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 SOLUTION of LINEAR SYSTEM: TDMA (tri-diagonal matrix algorithm)
      ADI approach employed in solution.
 Tolerance:       0.0010

 ====================================================================================
                    Calculation Results
 Current time:    2340.0000000000000       seconds
 Maximum Temperature :    1311.4322716845065
 Minimum Temperature :    916.73769779049417
 Average(algebraic, non-weigthed) Temperature :    1047.2073924403571
 ====================================================================================
            I           J        X(m)        Y(m)        T(K)  Cp(J/kg.K) K(W/sq-m.K)
 ====================================================================================
            1           1      0.0000      0.0000   1283.8156    703.0000     43.2553
            1           2      0.0000      0.0143   1263.3067    703.0000     42.4849
            1           3      0.0000      0.0286   1245.4574    703.0000     41.8642
            1           4      0.0000      0.0429   1230.7290    703.0000     41.3872
            1           5      0.0000      0.0571   1219.5412    703.0000     41.0464
            1           6      0.0000      0.0714   1212.2035    703.0000     40.8330
            1           7      0.0000      0.0857   1208.9021    703.0000     40.7396
            1           8      0.0000      0.1000   1209.7025    703.0000     40.7621
            1           9      0.0000      0.1143   1214.5520    703.0000     40.9004
            1          10      0.0000      0.1286   1223.2796    703.0000     41.1582
            1          11      0.0000      0.1429   1235.5910    703.0000     41.5411
            1          12      0.0000      0.1571   1251.0712    703.0000     42.0544
            1          13      0.0000      0.1714   1269.2196    703.0000     42.7008
            1          14      0.0000      0.1857   1289.5127    703.0000     43.4801
            1          15      0.0000      0.2000   1311.4323    703.0000     44.3880
            2           1      0.0714      0.0000   1171.4007    747.4935     39.7931
            2           2      0.0714      0.0143   1135.9854    814.1806     39.0937
            2           3      0.0714      0.0286   1105.0075    891.1563     38.6370
            2           4      0.0714      0.0429   1079.6267    966.4010     38.3704
            2           5      0.0714      0.0571   1060.6997   1029.2786     38.2342
            2           6      0.0714      0.0714   1048.5526   1072.5540     38.1749
            2           7      0.0714      0.0857   1043.2576   1092.1139     38.1559
            2           8      0.0714      0.1000   1044.8029   1086.3624     38.1610
            2           9      0.0714      0.1143   1053.1651   1055.8580     38.1949
            2          10      0.0714      0.1286   1068.2865   1003.3988     38.2824
            2          11      0.0714      0.1429   1089.9549    934.5008     38.4672
            2          12      0.0714      0.1571   1117.5717    857.9142     38.8048
            2          13      0.0714      0.1714   1150.1833    784.6321     39.3514
            2          14      0.0714      0.1857   1186.5922    726.2416     40.1511
            2          15      0.0714      0.2000   1225.5662    703.0000     41.2277
            3           1      0.1429      0.0000   1106.9645    885.8007     38.6616
            3           2      0.1429      0.0143   1065.3792   1013.2104     38.2629
            3           3      0.1429      0.0286   1030.5102   1241.1465     38.1270
            3           4      0.1429      0.0429   1004.3370   1107.6724     38.1419
