 ====================================================================================
               Transient state solution for a 2D rectangular plate
                    for applications in steel reheating
                 e.g. Reheating furnaces for rolling processing
 ====================================================================================
 Author: Dickson Alves de Souza

 Based on lectures by professor Roberto Parreiras Tavares

 and book Numerical Heat Transfer and Fluid Flow
 by Suhas V. Patankar (1980)

 Federal University of Minas Gerais (UFMG)
 October 26th, 2017
 ====================================================================================
                              Input parameters:

 Lenght in X direction (meters):           1.0000
 Lenght in Y direction (meters):           0.2000
 Nodes in X direction:                         15
 Nodes in Y direction:                         15
 ====================================================================================

                       STAGE                1/  5
                       START Time:         0.0000
                       END Time:        1140.0000
                       Iterations:              167

 ====================================================================================
 Temperature of fluid at left face (T left):             1223.1500
 Temperature of fluid at right face (T right):           1223.1500
 Temperature of fluid at bottom face (T bottom):         1223.1500
 Temperature of fluid at top face (T top):               1223.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                2/  5
                       START Time:      1140.0000
                       END Time:        3060.0000
                       Iterations:              167

 ====================================================================================
 Temperature of fluid at left face (T left):             1423.1500
 Temperature of fluid at right face (T right):           1423.1500
 Temperature of fluid at bottom face (T bottom):         1423.1500
 Temperature of fluid at top face (T top):               1423.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 SOLUTION of LINEAR SYSTEM: TDMA (tri-diagonal matrix algorithm)
      ADI approach employed in solution.
 Tolerance:       0.0010

 ====================================================================================
                    Calculation Results
 Current time:    1340.0000000000000       seconds
 Maximum Temperature :    1098.9126224879342
 Minimum Temperature :    657.90810835193122
 Average(algebraic, non-weigthed) Temperature :    784.53918045463195
 ====================================================================================
            I           J        X(m)        Y(m)        T(K)  Cp(J/kg.K) K(W/sq-m.K)
 ====================================================================================
            1           1      0.0000      0.0000   1020.7155   1188.1256     38.1209
            1           2      0.0000      0.0143    980.8196   1008.6284     38.2395
            1           3      0.0000      0.0286    953.8383    916.1563     38.4477
            1           4      0.0000      0.0429    935.5071    864.5885     38.6465
            1           5      0.0000      0.0571    923.6569    835.5457     38.7993
            1           6      0.0000      0.0714    917.1242    820.8623     38.8915
            1           7      0.0000      0.0857    915.2816    816.8836     38.9186
            1           8      0.0000      0.1000    917.8179    822.3785     38.8814
            1           9      0.0000      0.1143    924.6433    837.8426     38.7858
            1          10      0.0000      0.1286    935.8895    865.5798     38.6419
            1          11      0.0000      0.1429    951.9825    910.5457     38.4657
            1          12      0.0000      0.1571    973.8321    982.6361     38.2837
            1          13      0.0000      0.1714   1003.2732   1102.7855     38.1447
            1          14      0.0000      0.1857   1044.0914   1089.0062     38.1586
            1          15      0.0000      0.2000   1098.9126    908.2507     38.5641
            2           1      0.0714      0.0000    895.8287    778.9649     39.2312
            2           2      0.0714      0.0143    849.8407    714.3738     40.1613
            2           3      0.0714      0.0286    817.0540    684.5041     40.9800
            2           4      0.0714      0.0429    794.1690    669.2276     41.6234
            2           5      0.0714      0.0571    779.1882    661.0543     42.0750
            2           6      0.0714      0.0714    770.8883    657.0164     42.3352
            2           7      0.0714      0.0857    768.5501    655.9332     42.4097
            2           8      0.0714      0.1000    771.8150    657.4520     42.3058
            2           9      0.0714      0.1143    780.6150    661.7810     42.0310
            2          10      0.0714      0.1286    795.1551    669.8111     41.5945
            2          11      0.0714      0.1429    815.9432    683.6709     41.0099
            2          12      0.0714      0.1571    843.8813    708.1056     40.3008
            2          13      0.0714      0.1714    880.4573    753.8219     39.5127
            2          14      0.0714      0.1857    928.1427    846.1651     38.7392
            2          15      0.0714      0.2000    991.2924   1050.4607     38.1863
            3           1      0.1429      0.0000    836.1224    700.5406     40.4887
            3           2      0.1429      0.0143    789.7279    666.6732     41.7548
            3           3      0.1429      0.0286    756.2788    650.5861     42.8098
            3           4      0.1429      0.0429    732.8130    641.5517     43.6149
            3           5      0.1429      0.0571    717.4746    636.1526     44.1681
            3           6      0.1429      0.0714    709.1071    633.2826     44.4783
            3           7      0.1429      0.0857    707.0318    632.5740     44.5562
            3           8      0.1429      0.1000    710.9254    633.9041     44.4104
            3           9      0.1429      0.1143    720.7610    637.2901     44.0479
