 ====================================================================================
               Transient state solution for a 2D rectangular plate
                    for applications in steel reheating
                 e.g. Reheating furnaces for rolling processing
 ====================================================================================
 Author: Dickson Alves de Souza

 Based on lectures by professor Roberto Parreiras Tavares

 and book Numerical Heat Transfer and Fluid Flow
 by Suhas V. Patankar (1980)

 Federal University of Minas Gerais (UFMG)
 October 26th, 2017
 ====================================================================================
                              Input parameters:

 Lenght in X direction (meters):           1.0000
 Lenght in Y direction (meters):           0.2000
 Nodes in X direction:                         15
 Nodes in Y direction:                         15
 ====================================================================================

                       STAGE                1/  5
                       START Time:         0.0000
                       END Time:        1140.0000
                       Iterations:              209

 ====================================================================================
 Temperature of fluid at left face (T left):             1223.1500
 Temperature of fluid at right face (T right):           1223.1500
 Temperature of fluid at bottom face (T bottom):         1223.1500
 Temperature of fluid at top face (T top):               1223.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                2/  5
                       START Time:      1140.0000
                       END Time:        3060.0000
                       Iterations:              209

 ====================================================================================
 Temperature of fluid at left face (T left):             1423.1500
 Temperature of fluid at right face (T right):           1423.1500
 Temperature of fluid at bottom face (T bottom):         1423.1500
 Temperature of fluid at top face (T top):               1423.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 SOLUTION of LINEAR SYSTEM: TDMA (tri-diagonal matrix algorithm)
      ADI approach employed in solution.
 Tolerance:       0.0010

 ====================================================================================
                    Calculation Results
 Current time:    1740.0000000000000       seconds
 Maximum Temperature :    1228.6483163382927
 Minimum Temperature :    777.24371867072978
 Average(algebraic, non-weigthed) Temperature :    914.07376376592595
 ====================================================================================
            I           J        X(m)        Y(m)        T(K)  Cp(J/kg.K) K(W/sq-m.K)
 ====================================================================================
            1           1      0.0000      0.0000   1174.9981    742.0519     39.8748
            1           2      0.0000      0.0143   1140.3684    804.6651     39.1700
            1           3      0.0000      0.0286   1110.9158    875.1864     38.7129
            1           4      0.0000      0.0429   1087.5516    941.7688     38.4432
            1           5      0.0000      0.0571   1070.6704    995.4522     38.2993
            1           6      0.0000      0.0714   1060.2025   1031.0060     38.2314
            1           7      0.0000      0.0857   1055.9343   1045.9884     38.2084
            1           8      0.0000      0.1000   1057.6862   1039.8052     38.2175
            1           9      0.0000      0.1143   1065.3870   1013.1838     38.2630
            1          10      0.0000      0.1286   1079.0697    968.1705     38.3656
            1          11      0.0000      0.1429   1098.7842    908.6175     38.5627
            1          12      0.0000      0.1571   1124.4036    840.9873     38.9060
            1          13      0.0000      0.1714   1155.2695    774.9532     39.4511
            1          14      0.0000      0.1857   1190.4328    721.5927     40.2471
            1          15      0.0000      0.2000   1228.6483    703.0000     41.3224
            2           1      0.0714      0.0000   1035.2443   1122.5024     38.1349
            2           2      0.0714      0.0143    990.6265   1047.6950     38.1893
            2           3      0.0714      0.0286    956.2658    923.6336     38.4248
            2           4      0.0714      0.0429    930.6249    852.2354     38.7071
            2           5      0.0714      0.0571    912.6683    811.3600     38.9577
            2           6      0.0714      0.0714    901.6966    789.6459     39.1317
            2           7      0.0714      0.0857    897.2619    781.5159     39.2065
            2           8      0.0714      0.1000    899.1258    784.8891     39.1747
            2           9      0.0714      0.1143    907.2451    800.3350     39.0417
            2          10      0.0714      0.1286    921.7762    831.2248     38.8252
            2          11      0.0714      0.1429    943.1022    884.9338     38.5585
            2          12      0.0714      0.1571    971.8976    975.7019     38.2971
            2          13      0.0714      0.1714   1009.2613   1130.8203     38.1315
            2          14      0.0714      0.1857   1056.9885   1042.2620     38.2138
            2          15      0.0714      0.2000   1113.6807    867.9185     38.7503
            3           1      0.1429      0.0000    978.0023    997.9683     38.2565
            3           2      0.1429      0.0143    930.8453    852.7811     38.7043
            3           3      0.1429      0.0286    894.1312    775.9907     39.2608
            3           4      0.1429      0.0429    866.5984    734.3559     39.7921
