 ====================================================================================
               Transient state solution for a 2D rectangular plate
                    for applications in steel reheating
                 e.g. Reheating furnaces for rolling processing
 ====================================================================================
 Author: Dickson Alves de Souza

 Based on lectures by professor Roberto Parreiras Tavares

 and book Numerical Heat Transfer and Fluid Flow
 by Suhas V. Patankar (1980)

 Federal University of Minas Gerais (UFMG)
 October 26th, 2017
 ====================================================================================
                              Input parameters:

 Lenght in X direction (meters):           1.0000
 Lenght in Y direction (meters):           0.2000
 Nodes in X direction:                          7
 Nodes in Y direction:                          7
 ====================================================================================

                       STAGE                1/  5
                       START Time:         0.0000
                       END Time:        1140.0000
                       Iterations:              243

 ====================================================================================
 Temperature of fluid at left face (T left):             1223.1500
 Temperature of fluid at right face (T right):           1223.1500
 Temperature of fluid at bottom face (T bottom):         1223.1500
 Temperature of fluid at top face (T top):               1223.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                2/  5
                       START Time:      1140.0000
                       END Time:        3060.0000
                       Iterations:              243

 ====================================================================================
 Temperature of fluid at left face (T left):             1423.1500
 Temperature of fluid at right face (T right):           1423.1500
 Temperature of fluid at bottom face (T bottom):         1423.1500
 Temperature of fluid at top face (T top):               1423.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 SOLUTION of LINEAR SYSTEM: TDMA (tri-diagonal matrix algorithm)
      ADI approach employed in solution.
 Tolerance:       0.0010

 ====================================================================================
                    Calculation Results
 Current time:    2940.0000000000000       seconds
 Maximum Temperature :    1349.7367910442858
 Minimum Temperature :    1014.0163963245286
 Average(algebraic, non-weigthed) Temperature :    1167.1398879771580
 ====================================================================================
            I           J        X(m)        Y(m)        T(K)  Cp(J/kg.K) K(W/sq-m.K)
 ====================================================================================
            1           1      0.0000      0.0000   1333.6567    703.0000     45.3775
            1           2      0.0000      0.0333   1305.0640    703.0000     44.1172
            1           3      0.0000      0.0667   1287.8015    703.0000     43.4121
            1           4      0.0000      0.1000   1284.3490    703.0000     43.2762
            1           5      0.0000      0.1333   1295.0729    703.0000     43.7040
            1           6      0.0000      0.1667   1318.0361    703.0000     44.6749
            1           7      0.0000      0.2000   1349.7368    703.0000     46.1359
            2           1      0.1667      0.0000   1191.6395    720.1932     40.2777
            2           2      0.1667      0.0333   1119.1509    853.9290     38.8275
            2           3      0.1667      0.0667   1074.6479    982.3933     38.3294
            2           4      0.1667      0.1000   1066.6974   1008.7453     38.2716
            2           5      0.1667      0.1333   1096.9893    913.7746     38.5423
            2           6      0.1667      0.1667   1159.2314    767.7502     39.5315
            2           7      0.1667      0.2000   1240.8036    703.0000     41.7100
            3           1      0.3333      0.0000   1154.9716    775.5068     39.4451
            3           2      0.3333      0.0333   1074.0842    984.2288     38.3250
            3           3      0.3333      0.0667   1026.6170   1219.6150     38.1229
            3           4      0.3333      0.1000   1019.5630   1182.1349     38.1211
            3           5      0.3333      0.1333   1051.5488   1061.6722     38.1875
            3           6      0.3333      0.1667   1120.3656    850.8932     38.8453
            3           7      0.3333      0.2000   1213.4070    703.0000     40.8674
            4           1      0.5000      0.0000   1149.7768    785.4264     39.3436
            4           2      0.5000      0.0333   1068.0194   1004.2947     38.2805
            4           3      0.5000      0.0667   1020.9870   1189.5444     38.1209
            4           4      0.5000      0.1000   1014.0164   1154.0122     38.1248
            4           5      0.5000      0.1333   1045.6887   1083.0815     38.1641
            4           6      0.5000      0.1667   1114.9916    864.5187     38.7684
            4           7      0.5000      0.2000   1209.5104    703.0000     40.7567
            5           1      0.6667      0.0000   1154.9715    775.5069     39.4451
            5           2      0.6667      0.0333   1074.0841    984.2291     38.3250
            5           3      0.6667      0.0667   1026.6169   1219.6146     38.1229
            5           4      0.6667      0.1000   1019.5629   1182.1344     38.1211
            5           5      0.6667      0.1333   1051.5487   1061.6726     38.1875
            5           6      0.6667      0.1667   1120.3655    850.8934     38.8453
            5           7      0.6667      0.2000   1213.4070    703.0000     40.8674
            6           1      0.8333      0.0000   1191.6392    720.1935     40.2777
            6           2      0.8333      0.0333   1119.1506    853.9297     38.8275
            6           3      0.8333      0.0667   1074.6476    982.3942     38.3294
            6           4      0.8333      0.1000   1066.6971   1008.7463     38.2716
            6           5      0.8333      0.1333   1096.9890    913.7755     38.5423
            6           6      0.8333      0.1667   1159.2312    767.7507     39.5314
            6           7      0.8333      0.2000   1240.8034    703.0000     41.7100
            7           1      1.0000      0.0000   1333.6565    703.0000     45.3775
            7           2      1.0000      0.0333   1305.0638    703.0000     44.1172
            7           3      1.0000      0.0667   1287.8013    703.0000     43.4121
            7           4      1.0000      0.1000   1284.3487    703.0000     43.2762
            7           5      1.0000      0.1333   1295.0727    703.0000     43.7039
            7           6      1.0000      0.1667   1318.0360    703.0000     44.6749
            7           7      1.0000      0.2000   1349.7367    703.0000     46.1359
