 ========================================================================
 Mesh information:
 Nx =                    7     -    Ny =                     7
  
 Slab dimensions:
 X(m) =    1.0000000000000000          -    Y(m) =   0.20000000000000001     
                                                                         
                                                                         
 ========================================================================
 Npos =  1
      Time(s)        X(m)        Y(m)     Temp(K)  Cp(J/kg.K) K(W/sq-m.K)
       0.0000      0.0000      0.0000    300.0000    478.5730     62.2137
     200.0000      0.0000      0.0000    459.4276    498.3843     55.4491
     400.0000      0.0000      0.0000    567.2048    570.4941     50.4548
     600.0000      0.0000      0.0000    656.3392    614.4272     46.5598
     800.0000      0.0000      0.0000    734.1397    642.0323     43.5681
    1000.0000      0.0000      0.0000    802.1099    674.1044     41.3937
    1140.0000      0.0000      0.0000    844.6231    708.8635     40.2832
    1340.0000      0.0000      0.0000    971.8319    975.4681     38.2976
    1540.0000      0.0000      0.0000   1056.3938   1044.3620     38.2107
    1740.0000      0.0000      0.0000   1123.2594    843.7651     38.8886
    1940.0000      0.0000      0.0000   1178.6845    736.7377     39.9604
    2140.0000      0.0000      0.0000   1225.1900    703.0000     41.2162
    2340.0000      0.0000      0.0000   1263.1631    703.0000     42.4797
    2540.0000      0.0000      0.0000   1292.8026    703.0000     43.6120
    2740.0000      0.0000      0.0000   1315.7479    703.0000     44.5748
    2940.0000      0.0000      0.0000   1333.6567    703.0000     45.3775
    3060.0000      0.0000      0.0000   1342.9061    703.0000     45.8095
    3260.0000      0.0000      0.0000   1397.6021    703.0000     48.5978
    3460.0000      0.0000      0.0000   1426.1272    703.0000     50.2047
    3660.0000      0.0000      0.0000   1444.8572    703.0000     51.3139
    3860.0000      0.0000      0.0000   1458.4295    703.0000     52.1436
    4060.0000      0.0000      0.0000   1468.7171    703.0000     52.7865
    4260.0000      0.0000      0.0000   1476.7226    703.0000     53.2950
    4460.0000      0.0000      0.0000   1483.0714    703.0000     53.7034
    4660.0000      0.0000      0.0000   1488.1818    703.0000     54.0352
    4860.0000      0.0000      0.0000   1492.3445    703.0000     54.3076
    4980.0000      0.0000      0.0000   1494.5515    703.0000     54.4528
    5180.0000      0.0000      0.0000   1493.1233    703.0000     54.3588
    5380.0000      0.0000      0.0000   1493.8836    703.0000     54.4088
    5580.0000      0.0000      0.0000   1495.1122    703.0000     54.4898
    5780.0000      0.0000      0.0000   1496.3930    703.0000     54.5743
    5980.0000      0.0000      0.0000   1497.5948    703.0000     54.6538
    6180.0000      0.0000      0.0000   1498.6733    703.0000     54.7253
    6380.0000      0.0000      0.0000   1499.6186    703.0000     54.7880
    6580.0000      0.0000      0.0000   1500.4356    703.0000     54.8423
    6780.0000      0.0000      0.0000   1501.1356    703.0000     54.8889
    6980.0000      0.0000      0.0000   1501.7316    703.0000     54.9286
    7180.0000      0.0000      0.0000   1502.2372    703.0000     54.9623
    7380.0000      0.0000      0.0000   1502.6648    703.0000     54.9909
    7580.0000      0.0000      0.0000   1503.0257    703.0000     55.0150
    7780.0000      0.0000      0.0000   1503.3299    703.0000     55.0353
    7980.0000      0.0000      0.0000   1503.5861    703.0000     55.0524
    8180.0000      0.0000      0.0000   1503.8016    703.0000     55.0668
    8380.0000      0.0000      0.0000   1503.9828    703.0000     55.0789
