 ====================================================================================
               Transient state solution for a 2D rectangular plate
                    for applications in steel reheating
                 e.g. Reheating furnaces for rolling processing
 ====================================================================================
 Author: Dickson Alves de Souza

 Based on lectures by professor Roberto Parreiras Tavares

 and book Numerical Heat Transfer and Fluid Flow
 by Suhas V. Patankar (1980)

 Federal University of Minas Gerais (UFMG)
 October 26th, 2017
 ====================================================================================
                              Input parameters:

 Lenght in X direction (meters):           1.0000
 Lenght in Y direction (meters):           0.2000
 Nodes in X direction:                         31
 Nodes in Y direction:                         31
 ====================================================================================

                       STAGE                1/  5
                       START Time:         0.0000
                       END Time:        1140.0000
                       Iterations:              644

 ====================================================================================
 Temperature of fluid at left face (T left):             1223.1500
 Temperature of fluid at right face (T right):           1223.1500
 Temperature of fluid at bottom face (T bottom):         1223.1500
 Temperature of fluid at top face (T top):               1223.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                2/  5
                       START Time:      1140.0000
                       END Time:        3060.0000
                       Iterations:              644

 ====================================================================================
 Temperature of fluid at left face (T left):             1423.1500
 Temperature of fluid at right face (T right):           1423.1500
 Temperature of fluid at bottom face (T bottom):         1423.1500
 Temperature of fluid at top face (T top):               1423.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                3/  5
                       START Time:      3060.0000
                       END Time:        4980.0000
                       Iterations:              644

 ====================================================================================
 Temperature of fluid at left face (T left):             1513.1500
 Temperature of fluid at right face (T right):           1513.1500
 Temperature of fluid at bottom face (T bottom):         1513.1500
 Temperature of fluid at top face (T top):               1513.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 SOLUTION of LINEAR SYSTEM: TDMA (tri-diagonal matrix algorithm)
      ADI approach employed in solution.
 Tolerance:       0.0010

 ====================================================================================
                    Calculation Results
 Current time:    3260.0000000000000       seconds
 Maximum Temperature :    1422.1985150945609
 Minimum Temperature :    1068.2639727408407
 Average(algebraic, non-weigthed) Temperature :    1198.9962427710182
 ====================================================================================
            I           J        X(m)        Y(m)        T(K)  Cp(J/kg.K) K(W/sq-m.K)
 ====================================================================================
            1           1      0.0000      0.0000   1408.6681    703.0000     49.2091
            1           2      0.0000      0.0067   1400.7725    703.0000     48.7714
            1           3      0.0000      0.0133   1393.6586    703.0000     48.3837
            1           4      0.0000      0.0200   1387.2626    703.0000     48.0406
            1           5      0.0000      0.0267   1381.5345    703.0000     47.7379
            1           6      0.0000      0.0333   1376.4359    703.0000     47.4721
            1           7      0.0000      0.0400   1371.9369    703.0000     47.2403
            1           8      0.0000      0.0467   1368.0147    703.0000     47.0404
            1           9      0.0000      0.0533   1364.6516    703.0000     46.8706
            1          10      0.0000      0.0600   1361.8344    703.0000     46.7296
            1          11      0.0000      0.0667   1359.5527    703.0000     46.6161
            1          12      0.0000      0.0733   1357.7986    703.0000     46.5293
            1          13      0.0000      0.0800   1356.5654    703.0000     46.4686
            1          14      0.0000      0.0867   1355.8479    703.0000     46.4333
            1          15      0.0000      0.0933   1355.6413    703.0000     46.4232
            1          16      0.0000      0.1000   1355.9415    703.0000     46.4379
            1          17      0.0000      0.1067   1356.7446    703.0000     46.4774
            1          18      0.0000      0.1133   1358.0472    703.0000     46.5416
            1          19      0.0000      0.1200   1359.8464    703.0000     46.6307
            1          20      0.0000      0.1267   1362.1404    703.0000     46.7448
            1          21      0.0000      0.1333   1364.9282    703.0000     46.8845
            1          22      0.0000      0.1400   1368.2111    703.0000     47.0503
            1          23      0.0000      0.1467   1371.9922    703.0000     47.2431
            1          24      0.0000      0.1533   1376.2784    703.0000     47.4639
            1          25      0.0000      0.1600   1381.0805    703.0000     47.7141
            1          26      0.0000      0.1667   1386.4145    703.0000     47.9956
            1          27      0.0000      0.1733   1392.3033    703.0000     48.3105
            1          28      0.0000      0.1800   1398.7780    703.0000     48.6620
            1          29      0.0000      0.1867   1405.8800    703.0000     49.0536
            1          30      0.0000      0.1933   1413.6636    703.0000     49.4901
            1          31      0.0000      0.2000   1422.1985    703.0000     49.9774
            2           1      0.0333      0.0000   1371.6816    703.0000     47.2272
            2           2      0.0333      0.0067   1360.8817    703.0000     46.6821
            2           3      0.0333      0.0133   1351.0667    703.0000     46.2002
            2           4      0.0333      0.0200   1342.1820    703.0000     45.7752
            2           5      0.0333      0.0267   1334.1824    703.0000     45.4018
            2           6      0.0333      0.0333   1327.0319    703.0000     45.0754
            2           7      0.0333      0.0400   1320.7015    703.0000     44.7924
            2           8      0.0333      0.0467   1315.1687    703.0000     44.5496
            2           9      0.0333      0.0533   1310.4159    703.0000     44.3444
            2          10      0.0333      0.0600   1306.4295    703.0000     44.1748
            2          11      0.0333      0.0667   1303.1989    703.0000     44.0390
            2          12      0.0333      0.0733   1300.7154    703.0000     43.9356
            2          13      0.0333      0.0800   1298.9722    703.0000     43.8636
            2          14      0.0333      0.0867   1297.9628    703.0000     43.8220
            2          15      0.0333      0.0933   1297.6815    703.0000     43.8105
            2          16      0.0333      0.1000   1298.1227    703.0000     43.8286
            2          17      0.0333      0.1067   1299.2809    703.0000     43.8763
            2          18      0.0333      0.1133   1301.1505    703.0000     43.9537
            2          19      0.0333      0.1200   1303.7267    703.0000     44.0611
            2          20      0.0333      0.1267   1307.0050    703.0000     44.1992
            2          21      0.0333      0.1333   1310.9824    703.0000     44.3687
            2          22      0.0333      0.1400   1315.6574    703.0000     44.5709
            2          23      0.0333      0.1467   1321.0312    703.0000     44.8070
            2          24      0.0333      0.1533   1327.1088    703.0000     45.0789
            2          25      0.0333      0.1600   1333.8991    703.0000     45.3887
            2          26      0.0333      0.1667   1341.4169    703.0000     45.7391
            2          27      0.0333      0.1733   1349.6838    703.0000     46.1334
            2          28      0.0333      0.1800   1358.7290    703.0000     46.5753
