 ====================================================================================
               Transient state solution for a 2D rectangular plate
                    for applications in steel reheating
                 e.g. Reheating furnaces for rolling processing
 ====================================================================================
 Author: Dickson Alves de Souza

 Based on lectures by professor Roberto Parreiras Tavares

 and book Numerical Heat Transfer and Fluid Flow
 by Suhas V. Patankar (1980)

 Federal University of Minas Gerais (UFMG)
 October 26th, 2017
 ====================================================================================
                              Input parameters:

 Lenght in X direction (meters):           1.0000
 Lenght in Y direction (meters):           0.2000
 Nodes in X direction:                         31
 Nodes in Y direction:                         31
 ====================================================================================

                       STAGE                1/  5
                       START Time:         0.0000
                       END Time:        1140.0000
                       Iterations:              874

 ====================================================================================
 Temperature of fluid at left face (T left):             1223.1500
 Temperature of fluid at right face (T right):           1223.1500
 Temperature of fluid at bottom face (T bottom):         1223.1500
 Temperature of fluid at top face (T top):               1223.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                2/  5
                       START Time:      1140.0000
                       END Time:        3060.0000
                       Iterations:              874

 ====================================================================================
 Temperature of fluid at left face (T left):             1423.1500
 Temperature of fluid at right face (T right):           1423.1500
 Temperature of fluid at bottom face (T bottom):         1423.1500
 Temperature of fluid at top face (T top):               1423.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                3/  5
                       START Time:      3060.0000
                       END Time:        4980.0000
                       Iterations:              874

 ====================================================================================
 Temperature of fluid at left face (T left):             1513.1500
 Temperature of fluid at right face (T right):           1513.1500
 Temperature of fluid at bottom face (T bottom):         1513.1500
 Temperature of fluid at top face (T top):               1513.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 SOLUTION of LINEAR SYSTEM: TDMA (tri-diagonal matrix algorithm)
      ADI approach employed in solution.
 Tolerance:       0.0010

 ====================================================================================
                    Calculation Results
 Current time:    4660.0000000000000       seconds
 Maximum Temperature :    1491.0887794775267
 Minimum Temperature :    1345.6087807384458
 Average(algebraic, non-weigthed) Temperature :    1407.5807178691289
 ====================================================================================
            I           J        X(m)        Y(m)        T(K)  Cp(J/kg.K) K(W/sq-m.K)
 ====================================================================================
            1           1      0.0000      0.0000   1487.7514    703.0000     54.0072
            1           2      0.0000      0.0067   1485.8046    703.0000     53.8805
            1           3      0.0000      0.0133   1483.9621    703.0000     53.7610
            1           4      0.0000      0.0200   1482.2319    703.0000     53.6491
            1           5      0.0000      0.0267   1480.6216    703.0000     53.5453
            1           6      0.0000      0.0333   1479.1384    703.0000     53.4499
            1           7      0.0000      0.0400   1477.7891    703.0000     53.3633
            1           8      0.0000      0.0467   1476.5800    703.0000     53.2859
            1           9      0.0000      0.0533   1475.5167    703.0000     53.2180
            1          10      0.0000      0.0600   1474.6043    703.0000     53.1598
            1          11      0.0000      0.0667   1473.8470    703.0000     53.1116
            1          12      0.0000      0.0733   1473.2484    703.0000     53.0735
            1          13      0.0000      0.0800   1472.8114    703.0000     53.0457
            1          14      0.0000      0.0867   1472.5380    703.0000     53.0283
            1          15      0.0000      0.0933   1472.4294    703.0000     53.0214
            1          16      0.0000      0.1000   1472.4861    703.0000     53.0250
            1          17      0.0000      0.1067   1472.7075    703.0000     53.0391
            1          18      0.0000      0.1133   1473.0926    703.0000     53.0636
            1          19      0.0000      0.1200   1473.6392    703.0000     53.0983
            1          20      0.0000      0.1267   1474.3445    703.0000     53.1432
            1          21      0.0000      0.1333   1475.2048    703.0000     53.1981
            1          22      0.0000      0.1400   1476.2160    703.0000     53.2627
            1          23      0.0000      0.1467   1477.3730    703.0000     53.3367
            1          24      0.0000      0.1533   1478.6701    703.0000     53.4198
            1          25      0.0000      0.1600   1480.1010    703.0000     53.5118
            1          26      0.0000      0.1667   1481.6591    703.0000     53.6122
            1          27      0.0000      0.1733   1483.3371    703.0000     53.7206
            1          28      0.0000      0.1800   1485.1272    703.0000     53.8365
            1          29      0.0000      0.1867   1487.0215    703.0000     53.9596
            1          30      0.0000      0.1933   1489.0115    703.0000     54.0894
            1          31      0.0000      0.2000   1491.0888    703.0000     54.2253
            2           1      0.0333      0.0000   1477.2174    703.0000     53.3267
            2           2      0.0333      0.0067   1474.4552    703.0000     53.1503
            2           3      0.0333      0.0133   1471.8384    703.0000     52.9839
            2           4      0.0333      0.0200   1469.3788    703.0000     52.8283
            2           5      0.0333      0.0267   1467.0878    703.0000     52.6839
            2           6      0.0333      0.0333   1464.9762    703.0000     52.5513
            2           7      0.0333      0.0400   1463.0541    703.0000     52.4311
            2           8      0.0333      0.0467   1461.3307    703.0000     52.3237
            2           9      0.0333      0.0533   1459.8144    703.0000     52.2294
            2          10      0.0333      0.0600   1458.5128    703.0000     52.1487
            2          11      0.0333      0.0667   1457.4322    703.0000     52.0819
            2          12      0.0333      0.0733   1456.5780    703.0000     52.0291
            2          13      0.0333      0.0800   1455.9545    703.0000     51.9907
            2          14      0.0333      0.0867   1455.5646    703.0000     51.9667
            2          15      0.0333      0.0933   1455.4102    703.0000     51.9572
            2          16      0.0333      0.1000   1455.4920    703.0000     51.9622
            2          17      0.0333      0.1067   1455.8092    703.0000     51.9817
            2          18      0.0333      0.1133   1456.3601    703.0000     52.0157
            2          19      0.0333      0.1200   1457.1417    703.0000     52.0639
            2          20      0.0333      0.1267   1458.1496    703.0000     52.1262
            2          21      0.0333      0.1333   1459.3787    703.0000     52.2024
            2          22      0.0333      0.1400   1460.8224    703.0000     52.2920
            2          23      0.0333      0.1467   1462.4734    703.0000     52.3949
            2          24      0.0333      0.1533   1464.3233    703.0000     52.5104
            2          25      0.0333      0.1600   1466.3629    703.0000     52.6383
            2          26      0.0333      0.1667   1468.5822    703.0000     52.7780
            2          27      0.0333      0.1733   1470.9705    703.0000     52.9289
            2          28      0.0333      0.1800   1473.5165    703.0000     53.0905
            2          29      0.0333      0.1867   1476.2085    703.0000     53.2622
            2          30      0.0333      0.1933   1479.0342    703.0000     53.4432
            2          31      0.0333      0.2000   1481.9812    703.0000     53.6329
            3           1      0.0667      0.0000   1467.0802    703.0000     52.6834
            3           2      0.0667      0.0067   1463.5291    703.0000     52.4608
            3           3      0.0667      0.0133   1460.1611    703.0000     52.2509
            3           4      0.0667      0.0200   1456.9924    703.0000     52.0547
            3           5      0.0667      0.0267   1454.0381    703.0000     51.8728
            3           6      0.0667      0.0333   1451.3128    703.0000     51.7059
            3           7      0.0667      0.0400   1448.8303    703.0000     51.5546
            3           8      0.0667      0.0467   1446.6030    703.0000     51.4194
            3           9      0.0667      0.0533   1444.6425    703.0000     51.3010
            3          10      0.0667      0.0600   1442.9588    703.0000     51.1996
            3          11      0.0667      0.0667   1441.5609    703.0000     51.1157
            3          12      0.0667      0.0733   1440.4559    703.0000     51.0495
            3          13      0.0667      0.0800   1439.6497    703.0000     51.0013
            3          14      0.0667      0.0867   1439.1465    703.0000     50.9713
            3          15      0.0667      0.0933   1438.9487    703.0000     50.9595
            3          16      0.0667      0.1000   1439.0572    703.0000     50.9660
            3          17      0.0667      0.1067   1439.4713    703.0000     50.9907
            3          18      0.0667      0.1133   1440.1883    703.0000     51.0335
            3          19      0.0667      0.1200   1441.2041    703.0000     51.0943
            3          20      0.0667      0.1267   1442.5130    703.0000     51.1728
            3          21      0.0667      0.1333   1444.1077    703.0000     51.2687
            3          22      0.0667      0.1400   1445.9794    703.0000     51.3817
            3          23      0.0667      0.1467   1448.1181    703.0000     51.5113
            3          24      0.0667      0.1533   1450.5125    703.0000     51.6570
            3          25      0.0667      0.1600   1453.1499    703.0000     51.8183
            3          26      0.0667      0.1667   1456.0170    703.0000     51.9945
            3          27      0.0667      0.1733   1459.0994    703.0000     52.1851
            3          28      0.0667      0.1800   1462.3818    703.0000     52.3892
            3          29      0.0667      0.1867   1465.8486    703.0000     52.6060
            3          30      0.0667      0.1933   1469.4833    703.0000     52.8349
