 ====================================================================================
               Transient state solution for a 2D rectangular plate
                    for applications in steel reheating
                 e.g. Reheating furnaces for rolling processing
 ====================================================================================
 Author: Dickson Alves de Souza

 Based on lectures by professor Roberto Parreiras Tavares

 and book Numerical Heat Transfer and Fluid Flow
 by Suhas V. Patankar (1980)

 Federal University of Minas Gerais (UFMG)
 October 26th, 2017
 ====================================================================================
                              Input parameters:

 Lenght in X direction (meters):           1.0000
 Lenght in Y direction (meters):           0.2000
 Nodes in X direction:                         31
 Nodes in Y direction:                         31
 ====================================================================================

                       STAGE                1/  5
                       START Time:         0.0000
                       END Time:        1140.0000
                       Iterations:              843

 ====================================================================================
 Temperature of fluid at left face (T left):             1223.1500
 Temperature of fluid at right face (T right):           1223.1500
 Temperature of fluid at bottom face (T bottom):         1223.1500
 Temperature of fluid at top face (T top):               1223.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                2/  5
                       START Time:      1140.0000
                       END Time:        3060.0000
                       Iterations:              843

 ====================================================================================
 Temperature of fluid at left face (T left):             1423.1500
 Temperature of fluid at right face (T right):           1423.1500
 Temperature of fluid at bottom face (T bottom):         1423.1500
 Temperature of fluid at top face (T top):               1423.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                3/  5
                       START Time:      3060.0000
                       END Time:        4980.0000
                       Iterations:              843

 ====================================================================================
 Temperature of fluid at left face (T left):             1513.1500
 Temperature of fluid at right face (T right):           1513.1500
 Temperature of fluid at bottom face (T bottom):         1513.1500
 Temperature of fluid at top face (T top):               1513.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 SOLUTION of LINEAR SYSTEM: TDMA (tri-diagonal matrix algorithm)
      ADI approach employed in solution.
 Tolerance:       0.0010

 ====================================================================================
                    Calculation Results
 Current time:    4460.0000000000000       seconds
 Maximum Temperature :    1486.8321010118248
 Minimum Temperature :    1317.6329651345673
 Average(algebraic, non-weigthed) Temperature :    1388.8983767091815
 ====================================================================================
            I           J        X(m)        Y(m)        T(K)  Cp(J/kg.K) K(W/sq-m.K)
 ====================================================================================
            1           1      0.0000      0.0000   1482.7853    703.0000     53.6849
            1           2      0.0000      0.0067   1480.4548    703.0000     53.5346
            1           3      0.0000      0.0133   1478.2482    703.0000     53.3928
            1           4      0.0000      0.0200   1476.1752    703.0000     53.2600
            1           5      0.0000      0.0267   1474.2452    703.0000     53.1369
            1           6      0.0000      0.0333   1472.4671    703.0000     53.0238
            1           7      0.0000      0.0400   1470.8491    703.0000     52.9212
            1           8      0.0000      0.0467   1469.3990    703.0000     52.8295
            1           9      0.0000      0.0533   1468.1238    703.0000     52.7491
            1          10      0.0000      0.0600   1467.0296    703.0000     52.6802
            1          11      0.0000      0.0667   1466.1219    703.0000     52.6232
            1          12      0.0000      0.0733   1465.4049    703.0000     52.5782
            1          13      0.0000      0.0800   1464.8823    703.0000     52.5454
            1          14      0.0000      0.0867   1464.5565    703.0000     52.5250
            1          15      0.0000      0.0933   1464.4290    703.0000     52.5171
            1          16      0.0000      0.1000   1464.5004    703.0000     52.5215
            1          17      0.0000      0.1067   1464.7700    703.0000     52.5384
            1          18      0.0000      0.1133   1465.2362    703.0000     52.5676
            1          19      0.0000      0.1200   1465.8966    703.0000     52.6090
            1          20      0.0000      0.1267   1466.7474    703.0000     52.6625
            1          21      0.0000      0.1333   1467.7843    703.0000     52.7277
            1          22      0.0000      0.1400   1469.0018    703.0000     52.8045
            1          23      0.0000      0.1467   1470.3937    703.0000     52.8924
            1          24      0.0000      0.1533   1471.9530    703.0000     52.9912
            1          25      0.0000      0.1600   1473.6719    703.0000     53.1004
            1          26      0.0000      0.1667   1475.5420    703.0000     53.2196
            1          27      0.0000      0.1733   1477.5544    703.0000     53.3483
            1          28      0.0000      0.1800   1479.6996    703.0000     53.4860
            1          29      0.0000      0.1867   1481.9678    703.0000     53.6321
            1          30      0.0000      0.1933   1484.3488    703.0000     53.7861
            1          31      0.0000      0.2000   1486.8321    703.0000     53.9473
            2           1      0.0333      0.0000   1470.1827    703.0000     52.8791
            2           2      0.0333      0.0067   1466.8737    703.0000     52.6704
            2           3      0.0333      0.0133   1463.7369    703.0000     52.4738
            2           4      0.0333      0.0200   1460.7869    703.0000     52.2898
            2           5      0.0333      0.0267   1458.0378    703.0000     52.1193
            2           6      0.0333      0.0333   1455.5028    703.0000     51.9629
            2           7      0.0333      0.0400   1453.1945    703.0000     51.8210
            2           8      0.0333      0.0467   1451.1245    703.0000     51.6944
            2           9      0.0333      0.0533   1449.3030    703.0000     51.5833
            2          10      0.0333      0.0600   1447.7396    703.0000     51.4883
            2          11      0.0333      0.0667   1446.4421    703.0000     51.4097
            2          12      0.0333      0.0733   1445.4172    703.0000     51.3477
            2          13      0.0333      0.0800   1444.6702    703.0000     51.3027
            2          14      0.0333      0.0867   1444.2049    703.0000     51.2746
            2          15      0.0333      0.0933   1444.0236    703.0000     51.2637
            2          16      0.0333      0.1000   1444.1269    703.0000     51.2699
            2          17      0.0333      0.1067   1444.5140    703.0000     51.2932
            2          18      0.0333      0.1133   1445.1826    703.0000     51.3336
            2          19      0.0333      0.1200   1446.1288    703.0000     51.3908
            2          20      0.0333      0.1267   1447.3473    703.0000     51.4645
            2          21      0.0333      0.1333   1448.8314    703.0000     51.5546
