 ========================================================================
 Mesh information:
 Nx =                  241     -    Ny =                   241
  
 Slab dimensions:
 X(m) =    1.0000000000000000          -    Y(m) =   0.20000000000000001     
                                                                         
                                                                         
 ========================================================================
 Npos =  1
      Time(s)        X(m)        Y(m)     Temp(K)  Cp(J/kg.K) K(W/sq-m.K)
       0.0000      0.0000      0.0000    300.0000    478.5730     62.2137
     200.0000      0.0000      0.0000    511.6511    534.2002     53.0205
     400.0000      0.0000      0.0000    621.4858    599.5402     48.0363
     600.0000      0.0000      0.0000    708.2201    632.9797     44.5116
     800.0000      0.0000      0.0000    781.2856    662.1261     42.0104
    1000.0000      0.0000      0.0000    843.5736    707.7930     40.3081
    1140.0000      0.0000      0.0000    881.8901    756.0009     39.4852
    1340.0000      0.0000      0.0000   1045.0520   1085.4385     38.1619
    1540.0000      0.0000      0.0000   1124.5613    840.6062     38.9084
    1740.0000      0.0000      0.0000   1179.4070    735.7274     39.9775
    1940.0000      0.0000      0.0000   1220.3306    703.0000     41.0699
    2140.0000      0.0000      0.0000   1252.0587    703.0000     42.0883
    2340.0000      0.0000      0.0000   1277.2036    703.0000     43.0003
    2540.0000      0.0000      0.0000   1297.6365    703.0000     43.8086
    2740.0000      0.0000      0.0000   1314.6976    703.0000     44.5291
    2940.0000      0.0000      0.0000   1329.1835    703.0000     45.1729
    3060.0000      0.0000      0.0000   1337.0478    703.0000     45.5345
    3260.0000      0.0000      0.0000   1402.9712    703.0000     48.8925
    3460.0000      0.0000      0.0000   1427.1405    703.0000     50.2636
    3660.0000      0.0000      0.0000   1442.8268    703.0000     51.1917
    3860.0000      0.0000      0.0000   1454.6120    703.0000     51.9081
    4060.0000      0.0000      0.0000   1463.9366    703.0000     52.4863
    4260.0000      0.0000      0.0000   1471.5294    703.0000     52.9643
    4460.0000      0.0000      0.0000   1477.7965    703.0000     53.3638
    4660.0000      0.0000      0.0000   1483.0141    703.0000     53.6997
    4860.0000      0.0000      0.0000   1487.3691    703.0000     53.9823
    4980.0000      0.0000      0.0000   1489.7154    703.0000     54.1354
    5180.0000      0.0000      0.0000   1487.4149    703.0000     53.9853
    5380.0000      0.0000      0.0000   1488.8154    703.0000     54.0766
    5580.0000      0.0000      0.0000   1490.5205    703.0000     54.1880
    5780.0000      0.0000      0.0000   1492.1433    703.0000     54.2944
    5980.0000      0.0000      0.0000   1493.6063    703.0000     54.3906
    6180.0000      0.0000      0.0000   1494.8797    703.0000     54.4744
    6380.0000      0.0000      0.0000   1495.9765    703.0000     54.5468
    6580.0000      0.0000      0.0000   1496.9131    703.0000     54.6087
    6780.0000      0.0000      0.0000   1497.7080    703.0000     54.6613
    6980.0000      0.0000      0.0000   1498.3911    703.0000     54.7066
    7180.0000      0.0000      0.0000   1498.9597    703.0000     54.7443
    7380.0000      0.0000      0.0000   1499.4446    703.0000     54.7765
    7580.0000      0.0000      0.0000   1499.8615    703.0000     54.8042
    7780.0000      0.0000      0.0000   1500.2056    703.0000     54.8270
    7980.0000      0.0000      0.0000   1500.5009    703.0000     54.8467
    8180.0000      0.0000      0.0000   1500.7460    703.0000     54.8630
    8380.0000      0.0000      0.0000   1500.9527    703.0000     54.8767
    8400.0000      0.0000      0.0000   1500.9784    703.0000     54.8785
    8600.0000      0.0000      0.0000   1445.4447    703.0000     51.3494
    8800.0000      0.0000      0.0000   1430.9167    703.0000     50.4843
    9000.0000      0.0000      0.0000   1423.4104    703.0000     50.0473
    9200.0000      0.0000      0.0000   1418.5950    703.0000     49.7706
    9400.0000      0.0000      0.0000   1415.1499    703.0000     49.5743
    9600.0000      0.0000      0.0000   1412.5755    703.0000     49.4287
    9800.0000      0.0000      0.0000   1410.5665    703.0000     49.3156
   10000.0000      0.0000      0.0000   1408.9899    703.0000     49.2271
   10200.0000      0.0000      0.0000   1407.7100    703.0000     49.1556
   10400.0000      0.0000      0.0000   1406.6813    703.0000     49.0982
   10600.0000      0.0000      0.0000   1405.8478    703.0000     49.0519
   10800.0000      0.0000      0.0000   1405.1501    703.0000     49.0131
   11000.0000      0.0000      0.0000   1404.5802    703.0000     48.9815
   11200.0000      0.0000      0.0000   1404.1068    703.0000     48.9553
   11400.0000      0.0000      0.0000   1403.7047    703.0000     48.9330
   11600.0000      0.0000      0.0000   1403.3672    703.0000     48.9144
   11800.0000      0.0000      0.0000   1403.0927    703.0000     48.8992
   12000.0000      0.0000      0.0000   1402.8619    703.0000     48.8864
   12200.0000      0.0000      0.0000   1402.6592    703.0000     48.8752
   12400.0000      0.0000      0.0000   1402.4839    703.0000     48.8656
   12600.0000      0.0000      0.0000   1402.3406    703.0000     48.8577
   12800.0000      0.0000      0.0000   1402.2199    703.0000     48.8510
   13000.0000      0.0000      0.0000   1402.1207    703.0000     48.8456
   13200.0000      0.0000      0.0000   1402.0409    703.0000     48.8411
   13400.0000      0.0000      0.0000   1401.9732    703.0000     48.8374
   13600.0000      0.0000      0.0000   1401.9063    703.0000     48.8337
   13800.0000      0.0000      0.0000   1401.8588    703.0000     48.8311
   14000.0000      0.0000      0.0000   1401.8116    703.0000     48.8285
   14200.0000      0.0000      0.0000   1401.7661    703.0000     48.8260
   14400.0000      0.0000      0.0000   1401.7458    703.0000     48.8249
   14600.0000      0.0000      0.0000   1401.7181    703.0000     48.8234
   14800.0000      0.0000      0.0000   1401.6904    703.0000     48.8218
   15000.0000      0.0000      0.0000   1401.6641    703.0000     48.8204
   15200.0000      0.0000      0.0000   1401.6454    703.0000     48.8194
   15400.0000      0.0000      0.0000   1401.6270    703.0000     48.8184
   15600.0000      0.0000      0.0000   1401.6257    703.0000     48.8183
   15800.0000      0.0000      0.0000   1401.6170    703.0000     48.8178
   16000.0000      0.0000      0.0000   1401.6081    703.0000     48.8173
   16200.0000      0.0000      0.0000   1401.5991    703.0000     48.8168
   16400.0000      0.0000      0.0000   1401.5901    703.0000     48.8163
   16600.0000      0.0000      0.0000   1401.5897    703.0000     48.8163
   16800.0000      0.0000      0.0000   1401.5892    703.0000     48.8163
   17000.0000      0.0000      0.0000   1401.5887    703.0000     48.8162
   17200.0000      0.0000      0.0000   1401.5882    703.0000     48.8162
   17400.0000      0.0000      0.0000   1401.5876    703.0000     48.8162
   17600.0000      0.0000      0.0000   1401.5871    703.0000     48.8162
   17800.0000      0.0000      0.0000   1401.5866    703.0000     48.8161
   18000.0000      0.0000      0.0000   1401.5861    703.0000     48.8161
   18200.0000      0.0000      0.0000   1401.5856    703.0000     48.8161
   18400.0000      0.0000      0.0000   1401.5851    703.0000     48.8160
                                                                         
                                                                         
 ========================================================================
 Npos =  2
      Time(s)        X(m)        Y(m)     Temp(K)  Cp(J/kg.K) K(W/sq-m.K)
       0.0000      0.0000      0.0250    300.0000    478.5730     62.2137
     200.0000      0.0000      0.0250    479.7632    512.0985     54.5059
     400.0000      0.0000      0.0250    585.3206    581.0051     49.6346
     600.0000      0.0000      0.0250    670.1042    619.6448     45.9975
     800.0000      0.0000      0.0250    742.5622    645.1557     43.2742
    1000.0000      0.0000      0.0250    805.3066    676.1882     41.3031
    1140.0000      0.0000      0.0250    844.5450    708.7834     40.2851
    1340.0000      0.0000      0.0250    983.4114   1018.6538     38.2249
    1540.0000      0.0000      0.0250   1063.1172   1020.9351     38.2486
    1740.0000      0.0000      0.0250   1124.0666    841.8030     38.9008
    1940.0000      0.0000      0.0250   1172.0159    746.5451     39.8070
    2140.0000      0.0000      0.0250   1210.3626    703.0000     40.7807
    2340.0000      0.0000      0.0250   1241.3740    703.0000     41.7287
    2540.0000      0.0000      0.0250   1266.8020    703.0000     42.6119
    2740.0000      0.0000      0.0250   1288.0556    703.0000     43.4222
    2940.0000      0.0000      0.0250   1306.1128    703.0000     44.1615
    3060.0000      0.0000      0.0250   1315.9189    703.0000     44.5823
    3260.0000      0.0000      0.0250   1375.5446    703.0000     47.4259
    3460.0000      0.0000      0.0250   1404.3709    703.0000     48.9699
    3660.0000      0.0000      0.0250   1424.0107    703.0000     50.0820
    3860.0000      0.0000      0.0250   1438.9390    703.0000     50.9589
    4060.0000      0.0000      0.0250   1450.7847    703.0000     51.6736
    4260.0000      0.0000      0.0250   1460.4323    703.0000     52.2678
    4460.0000      0.0000      0.0250   1468.3910    703.0000     52.7659
    4660.0000      0.0000      0.0250   1475.0121    703.0000     53.1858
    4860.0000      0.0000      0.0250   1480.5346    703.0000     53.5397
    4980.0000      0.0000      0.0250   1483.5086    703.0000     53.7317
    5180.0000      0.0000      0.0250   1483.0722    703.0000     53.7034
    5380.0000      0.0000      0.0250   1485.0474    703.0000     53.8314
    5580.0000      0.0000      0.0250   1487.2503    703.0000     53.9745
    5780.0000      0.0000      0.0250   1489.3189    703.0000     54.1095
    5980.0000      0.0000      0.0250   1491.1753    703.0000     54.2309
    6180.0000      0.0000      0.0250   1492.7874    703.0000     54.3367
    6380.0000      0.0000      0.0250   1494.1741    703.0000     54.4279
    6580.0000      0.0000      0.0250   1495.3572    703.0000     54.5059
    6780.0000      0.0000      0.0250   1496.3608    703.0000     54.5722
    6980.0000      0.0000      0.0250   1497.2228    703.0000     54.6292
    7180.0000      0.0000      0.0250   1497.9402    703.0000     54.6767
    7380.0000      0.0000      0.0250   1498.5519    703.0000     54.7172
    7580.0000      0.0000      0.0250   1499.0775    703.0000     54.7521
    7780.0000      0.0000      0.0250   1499.5115    703.0000     54.7809
    7980.0000      0.0000      0.0250   1499.8838    703.0000     54.8057
    8180.0000      0.0000      0.0250   1500.1929    703.0000     54.8262
    8380.0000      0.0000      0.0250   1500.4535    703.0000     54.8435
    8400.0000      0.0000      0.0250   1500.4859    703.0000     54.8457
    8600.0000      0.0000      0.0250   1455.4226    703.0000     51.9579
    8800.0000      0.0000      0.0250   1439.4189    703.0000     50.9876
    9000.0000      0.0000      0.0250   1430.5189    703.0000     50.4610
    9200.0000      0.0000      0.0250   1424.6709    703.0000     50.1202
    9400.0000      0.0000      0.0250   1420.4481    703.0000     49.8767
    9600.0000      0.0000      0.0250   1417.2807    703.0000     49.6955
    9800.0000      0.0000      0.0250   1414.8050    703.0000     49.5548
   10000.0000      0.0000      0.0250   1412.8606    703.0000     49.4448
   10200.0000      0.0000      0.0250   1411.2817    703.0000     49.3558
   10400.0000      0.0000      0.0250   1410.0123    703.0000     49.2844
   10600.0000      0.0000      0.0250   1408.9837    703.0000     49.2268
   10800.0000      0.0000      0.0250   1408.1226    703.0000     49.1786
   11000.0000      0.0000      0.0250   1407.4193    703.0000     49.1394
   11200.0000      0.0000      0.0250   1406.8349    703.0000     49.1068
   11400.0000      0.0000      0.0250   1406.3386    703.0000     49.0792
   11600.0000      0.0000      0.0250   1405.9220    703.0000     49.0560
   11800.0000      0.0000      0.0250   1405.5831    703.0000     49.0371
   12000.0000      0.0000      0.0250   1405.2982    703.0000     49.0213
   12200.0000      0.0000      0.0250   1405.0480    703.0000     49.0074
   12400.0000      0.0000      0.0250   1404.8316    703.0000     48.9954
   12600.0000      0.0000      0.0250   1404.6547    703.0000     48.9856
   12800.0000      0.0000      0.0250   1404.5058    703.0000     48.9774
   13000.0000      0.0000      0.0250   1404.3833    703.0000     48.9706
   13200.0000      0.0000      0.0250   1404.2847    703.0000     48.9651
   13400.0000      0.0000      0.0250   1404.2011    703.0000     48.9605
   13600.0000      0.0000      0.0250   1404.1185    703.0000     48.9559
   13800.0000      0.0000      0.0250   1404.0599    703.0000     48.9527
   14000.0000      0.0000      0.0250   1404.0016    703.0000     48.9494
   14200.0000      0.0000      0.0250   1403.9455    703.0000     48.9463
   14400.0000      0.0000      0.0250   1403.9204    703.0000     48.9450
   14600.0000      0.0000      0.0250   1403.8862    703.0000     48.9431
   14800.0000      0.0000      0.0250   1403.8520    703.0000     48.9412
   15000.0000      0.0000      0.0250   1403.8195    703.0000     48.9394
   15200.0000      0.0000      0.0250   1403.7965    703.0000     48.9381
   15400.0000      0.0000      0.0250   1403.7737    703.0000     48.9368
   15600.0000      0.0000      0.0250   1403.7721    703.0000     48.9367
   15800.0000      0.0000      0.0250   1403.7613    703.0000     48.9361
   16000.0000      0.0000      0.0250   1403.7503    703.0000     48.9355
   16200.0000      0.0000      0.0250   1403.7392    703.0000     48.9349
   16400.0000      0.0000      0.0250   1403.7281    703.0000     48.9343
   16600.0000      0.0000      0.0250   1403.7272    703.0000     48.9343
   16800.0000      0.0000      0.0250   1403.7264    703.0000     48.9342
   17000.0000      0.0000      0.0250   1403.7257    703.0000     48.9342
   17200.0000      0.0000      0.0250   1403.7249    703.0000     48.9341
   17400.0000      0.0000      0.0250   1403.7242    703.0000     48.9341
   17600.0000      0.0000      0.0250   1403.7235    703.0000     48.9341
   17800.0000      0.0000      0.0250   1403.7228    703.0000     48.9340
   18000.0000      0.0000      0.0250   1403.7221    703.0000     48.9340
   18200.0000      0.0000      0.0250   1403.7215    703.0000     48.9339
   18400.0000      0.0000      0.0250   1403.7208    703.0000     48.9339
                                                                         
                                                                         
 ========================================================================
 Npos =  3
      Time(s)        X(m)        Y(m)     Temp(K)  Cp(J/kg.K) K(W/sq-m.K)
       0.0000      0.0000      0.0500    300.0000    478.5730     62.2137
     200.0000      0.0000      0.0500    463.0263    500.7615     55.2826
     400.0000      0.0000      0.0500    564.5489    568.8883     50.5759
     600.0000      0.0000      0.0500    647.8211    611.0294     46.9140
     800.0000      0.0000      0.0500    719.7890    636.9528     44.0833
    1000.0000      0.0000      0.0500    782.5826    662.7999     41.9706
    1140.0000      0.0000      0.0500    822.2014    688.5029     40.8433
    1340.0000      0.0000      0.0500    952.1690    911.1054     38.4639
    1540.0000      0.0000      0.0500   1027.5243   1224.5785     38.1236
    1740.0000      0.0000      0.0500   1087.2266    942.7589     38.4401
    1940.0000      0.0000      0.0500   1137.5384    810.7692     39.1204
    2140.0000      0.0000      0.0500   1179.7153    735.2995     39.9848
    2340.0000      0.0000      0.0500   1214.8244    703.0000     40.9083
    2540.0000      0.0000      0.0500   1244.0210    703.0000     41.8162
    2740.0000      0.0000      0.0500   1268.4879    703.0000     42.6738
    2940.0000      0.0000      0.0500   1289.2148    703.0000     43.4682
    3060.0000      0.0000      0.0500   1300.4643    703.0000     43.9252
    3260.0000      0.0000      0.0500   1357.6460    703.0000     46.5218
    3460.0000      0.0000      0.0500   1388.1317    703.0000     48.0869
    3660.0000      0.0000      0.0500   1410.1844    703.0000     49.2941
    3860.0000      0.0000      0.0500   1427.3250    703.0000     50.2744
    4060.0000      0.0000      0.0500   1441.0253    703.0000     51.0836
    4260.0000      0.0000      0.0500   1452.2038    703.0000     51.7604
    4460.0000      0.0000      0.0500   1461.4251    703.0000     52.3295
    4660.0000      0.0000      0.0500   1469.0925    703.0000     52.8102
    4860.0000      0.0000      0.0500   1475.4837    703.0000     53.2159
    4980.0000      0.0000      0.0500   1478.9243    703.0000     53.4362
    5180.0000      0.0000      0.0500   1479.6719    703.0000     53.4842
    5380.0000      0.0000      0.0500   1482.2885    703.0000     53.6528
    5580.0000      0.0000      0.0500   1484.9500    703.0000     53.8250
    5780.0000      0.0000      0.0500   1487.3896    703.0000     53.9836
    5980.0000      0.0000      0.0500   1489.5572    703.0000     54.1250
    6180.0000      0.0000      0.0500   1491.4299    703.0000     54.2476
    6380.0000      0.0000      0.0500   1493.0358    703.0000     54.3530
    6580.0000      0.0000      0.0500   1494.4034    703.0000     54.4430
    6780.0000      0.0000      0.0500   1495.5621    703.0000     54.5194
    6980.0000      0.0000      0.0500   1496.5564    703.0000     54.5851
    7180.0000      0.0000      0.0500   1497.3835    703.0000     54.6398
    7380.0000      0.0000      0.0500   1498.0885    703.0000     54.6865
    7580.0000      0.0000      0.0500   1498.6941    703.0000     54.7267
    7780.0000      0.0000      0.0500   1499.1940    703.0000     54.7598
    7980.0000      0.0000      0.0500   1499.6228    703.0000     54.7883
    8180.0000      0.0000      0.0500   1499.9789    703.0000     54.8120
    8380.0000      0.0000      0.0500   1500.2789    703.0000     54.8319
    8400.0000      0.0000      0.0500   1500.3162    703.0000     54.8344
    8600.0000      0.0000      0.0500   1460.6147    703.0000     52.2791
    8800.0000      0.0000      0.0500   1445.2014    703.0000     51.3347
    9000.0000      0.0000      0.0500   1435.8113    703.0000     50.7730
    9200.0000      0.0000      0.0500   1429.3715    703.0000     50.3938
    9400.0000      0.0000      0.0500   1424.6360    703.0000     50.1182
    9600.0000      0.0000      0.0500   1421.0575    703.0000     49.9118
    9800.0000      0.0000      0.0500   1418.2518    703.0000     49.7510
   10000.0000      0.0000      0.0500   1416.0454    703.0000     49.6252
   10200.0000      0.0000      0.0500   1414.2526    703.0000     49.5235
   10400.0000      0.0000      0.0500   1412.8108    703.0000     49.4419
   10600.0000      0.0000      0.0500   1411.6423    703.0000     49.3761
   10800.0000      0.0000      0.0500   1410.6640    703.0000     49.3210
   11000.0000      0.0000      0.0500   1409.8649    703.0000     49.2762
   11200.0000      0.0000      0.0500   1409.2009    703.0000     49.2390
   11400.0000      0.0000      0.0500   1408.6369    703.0000     49.2074
   11600.0000      0.0000      0.0500   1408.1635    703.0000     49.1809
   11800.0000      0.0000      0.0500   1407.7784    703.0000     49.1594
   12000.0000      0.0000      0.0500   1407.4546    703.0000     49.1413
   12200.0000      0.0000      0.0500   1407.1702    703.0000     49.1255
   12400.0000      0.0000      0.0500   1406.9243    703.0000     49.1118
   12600.0000      0.0000      0.0500   1406.7233    703.0000     49.1006
   12800.0000      0.0000      0.0500   1406.5540    703.0000     49.0911
   13000.0000      0.0000      0.0500   1406.4148    703.0000     49.0834
   13200.0000      0.0000      0.0500   1406.3027    703.0000     49.0772
   13400.0000      0.0000      0.0500   1406.2078    703.0000     49.0719
   13600.0000      0.0000      0.0500   1406.1139    703.0000     49.0667
   13800.0000      0.0000      0.0500   1406.0472    703.0000     49.0629
   14000.0000      0.0000      0.0500   1405.9811    703.0000     49.0593
   14200.0000      0.0000      0.0500   1405.9172    703.0000     49.0557
   14400.0000      0.0000      0.0500   1405.8888    703.0000     49.0541
   14600.0000      0.0000      0.0500   1405.8499    703.0000     49.0520
   14800.0000      0.0000      0.0500   1405.8110    703.0000     49.0498
   15000.0000      0.0000      0.0500   1405.7740    703.0000     49.0478
   15200.0000      0.0000      0.0500   1405.7479    703.0000     49.0463
   15400.0000      0.0000      0.0500   1405.7220    703.0000     49.0449
   15600.0000      0.0000      0.0500   1405.7202    703.0000     49.0448
   15800.0000      0.0000      0.0500   1405.7079    703.0000     49.0441
   16000.0000      0.0000      0.0500   1405.6954    703.0000     49.0434
   16200.0000      0.0000      0.0500   1405.6828    703.0000     49.0427
   16400.0000      0.0000      0.0500   1405.6701    703.0000     49.0420
   16600.0000      0.0000      0.0500   1405.6692    703.0000     49.0419
   16800.0000      0.0000      0.0500   1405.6683    703.0000     49.0419
   17000.0000      0.0000      0.0500   1405.6674    703.0000     49.0418
