 ====================================================================================
               Transient state solution for a 2D rectangular plate
                    for applications in steel reheating
                 e.g. Reheating furnaces for rolling processing
 ====================================================================================
 Author: Dickson Alves de Souza

 Based on lectures by professor Roberto Parreiras Tavares

 and book Numerical Heat Transfer and Fluid Flow
 by Suhas V. Patankar (1980)

 Federal University of Minas Gerais (UFMG)
 October 26th, 2017
 ====================================================================================
                              Input parameters:

 Lenght in X direction (meters):           1.0000
 Lenght in Y direction (meters):           0.2000
 Nodes in X direction:                        121
 Nodes in Y direction:                        121
 ====================================================================================

                       STAGE                1/  5
                       START Time:         0.0000
                       END Time:        1140.0000
                       Iterations:             3337

 ====================================================================================
 Temperature of fluid at left face (T left):             1223.1500
 Temperature of fluid at right face (T right):           1223.1500
 Temperature of fluid at bottom face (T bottom):         1223.1500
 Temperature of fluid at top face (T top):               1223.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                2/  5
                       START Time:      1140.0000
                       END Time:        3060.0000
                       Iterations:             3337

 ====================================================================================
 Temperature of fluid at left face (T left):             1423.1500
 Temperature of fluid at right face (T right):           1423.1500
 Temperature of fluid at bottom face (T bottom):         1423.1500
 Temperature of fluid at top face (T top):               1423.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 SOLUTION of LINEAR SYSTEM: TDMA (tri-diagonal matrix algorithm)
      ADI approach employed in solution.
 Tolerance:       0.0010

 ====================================================================================
                    Calculation Results
 Current time:    2740.0000000000000       seconds
 Maximum Temperature :    1340.3244591416224
 Minimum Temperature :    981.15425003577366
 Average(algebraic, non-weigthed) Temperature :    1093.1267838867154
 ====================================================================================
            I           J        X(m)        Y(m)        T(K)  Cp(J/kg.K) K(W/sq-m.K)
 ====================================================================================
            1           1      0.0000      0.0000   1321.1636    703.0000     44.8128
            1           2      0.0000      0.0017   1319.3193    703.0000     44.7313
            1           3      0.0000      0.0033   1317.4976    703.0000     44.6513
            1           4      0.0000      0.0050   1315.6989    703.0000     44.5727
            1           5      0.0000      0.0067   1313.9236    703.0000     44.4955
            1           6      0.0000      0.0083   1312.1723    703.0000     44.4199
            1           7      0.0000      0.0100   1310.4454    703.0000     44.3457
            1           8      0.0000      0.0117   1308.7435    703.0000     44.2730
            1           9      0.0000      0.0133   1307.0669    703.0000     44.2018
            1          10      0.0000      0.0150   1305.4164    703.0000     44.1321
            1          11      0.0000      0.0167   1303.7923    703.0000     44.0639
            1          12      0.0000      0.0183   1302.1952    703.0000     43.9971
            1          13      0.0000      0.0200   1300.6256    703.0000     43.9319
            1          14      0.0000      0.0217   1299.0841    703.0000     43.8682
            1          15      0.0000      0.0233   1297.5711    703.0000     43.8060
            1          16      0.0000      0.0250   1296.0871    703.0000     43.7453
            1          17      0.0000      0.0267   1294.6328    703.0000     43.6861
            1          18      0.0000      0.0283   1293.2085    703.0000     43.6284
            1          19      0.0000      0.0300   1291.8148    703.0000     43.5722
            1          20      0.0000      0.0317   1290.4521    703.0000     43.5176
            1          21      0.0000      0.0333   1289.1211    703.0000     43.4645
            1          22      0.0000      0.0350   1287.8221    703.0000     43.4129
            1          23      0.0000      0.0367   1286.5557    703.0000     43.3629
            1          24      0.0000      0.0383   1285.3223    703.0000     43.3143
            1          25      0.0000      0.0400   1284.1224    703.0000     43.2673
            1          26      0.0000      0.0417   1282.9564    703.0000     43.2218
            1          27      0.0000      0.0433   1281.8249    703.0000     43.1779
            1          28      0.0000      0.0450   1280.7282    703.0000     43.1355
            1          29      0.0000      0.0467   1279.6668    703.0000     43.0946
            1          30      0.0000      0.0483   1278.6410    703.0000     43.0552
            1          31      0.0000      0.0500   1277.6514    703.0000     43.0174
            1          32      0.0000      0.0517   1276.6984    703.0000     42.9811
            1          33      0.0000      0.0533   1275.7822    703.0000     42.9463
            1          34      0.0000      0.0550   1274.9033    703.0000     42.9131
            1          35      0.0000      0.0567   1274.0621    703.0000     42.8813
            1          36      0.0000      0.0583   1273.2589    703.0000     42.8511
            1          37      0.0000      0.0600   1272.4940    703.0000     42.8225
            1          38      0.0000      0.0617   1271.7677    703.0000     42.7954
            1          39      0.0000      0.0633   1271.0805    703.0000     42.7698
            1          40      0.0000      0.0650   1270.4325    703.0000     42.7457
            1          41      0.0000      0.0667   1269.8240    703.0000     42.7231
            1          42      0.0000      0.0683   1269.2554    703.0000     42.7021
            1          43      0.0000      0.0700   1268.7267    703.0000     42.6826
            1          44      0.0000      0.0717   1268.2383    703.0000     42.6646
