 ====================================================================================
               Transient state solution for a 2D rectangular plate
                    for applications in steel reheating
                 e.g. Reheating furnaces for rolling processing
 ====================================================================================
 Author: Dickson Alves de Souza

 Based on lectures by professor Roberto Parreiras Tavares

 and book Numerical Heat Transfer and Fluid Flow
 by Suhas V. Patankar (1980)

 Federal University of Minas Gerais (UFMG)
 October 26th, 2017
 ====================================================================================
                              Input parameters:

 Lenght in X direction (meters):           1.0000
 Lenght in Y direction (meters):           0.2000
 Nodes in X direction:                        121
 Nodes in Y direction:                        121
 ====================================================================================

                       STAGE                1/  5
                       START Time:         0.0000
                       END Time:        1140.0000
                       Iterations:             5400

 ====================================================================================
 Temperature of fluid at left face (T left):             1223.1500
 Temperature of fluid at right face (T right):           1223.1500
 Temperature of fluid at bottom face (T bottom):         1223.1500
 Temperature of fluid at top face (T top):               1223.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                2/  5
                       START Time:      1140.0000
                       END Time:        3060.0000
                       Iterations:             5400

 ====================================================================================
 Temperature of fluid at left face (T left):             1423.1500
 Temperature of fluid at right face (T right):           1423.1500
 Temperature of fluid at bottom face (T bottom):         1423.1500
 Temperature of fluid at top face (T top):               1423.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                3/  5
                       START Time:      3060.0000
                       END Time:        4980.0000
                       Iterations:             5400

 ====================================================================================
 Temperature of fluid at left face (T left):             1513.1500
 Temperature of fluid at right face (T right):           1513.1500
 Temperature of fluid at bottom face (T bottom):         1513.1500
 Temperature of fluid at top face (T top):               1513.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 SOLUTION of LINEAR SYSTEM: TDMA (tri-diagonal matrix algorithm)
      ADI approach employed in solution.
 Tolerance:       0.0010

 ====================================================================================
                    Calculation Results
 Current time:    4980.0000000000000       seconds
 Maximum Temperature :    1496.0875321974027
 Minimum Temperature :    1380.4760763122620
 Average(algebraic, non-weigthed) Temperature :    1428.2801551643468
 ====================================================================================
            I           J        X(m)        Y(m)        T(K)  Cp(J/kg.K) K(W/sq-m.K)
 ====================================================================================
            1           1      0.0000      0.0000   1493.5628    703.0000     54.3877
            1           2      0.0000      0.0017   1493.1811    703.0000     54.3626
            1           3      0.0000      0.0033   1492.8041    703.0000     54.3378
            1           4      0.0000      0.0050   1492.4320    703.0000     54.3134
            1           5      0.0000      0.0067   1492.0648    703.0000     54.2893
            1           6      0.0000      0.0083   1491.7027    703.0000     54.2655
            1           7      0.0000      0.0100   1491.3458    703.0000     54.2421
            1           8      0.0000      0.0117   1490.9941    703.0000     54.2191
            1           9      0.0000      0.0133   1490.6478    703.0000     54.1964
            1          10      0.0000      0.0150   1490.3069    703.0000     54.1741
            1          11      0.0000      0.0167   1489.9715    703.0000     54.1521
            1          12      0.0000      0.0183   1489.6418    703.0000     54.1306
            1          13      0.0000      0.0200   1489.3178    703.0000     54.1094
            1          14      0.0000      0.0217   1488.9995    703.0000     54.0886
            1          15      0.0000      0.0233   1488.6871    703.0000     54.0682
            1          16      0.0000      0.0250   1488.3807    703.0000     54.0482
            1          17      0.0000      0.0267   1488.0804    703.0000     54.0286
            1          18      0.0000      0.0283   1487.7862    703.0000     54.0094
            1          19      0.0000      0.0300   1487.4982    703.0000     53.9907
            1          20      0.0000      0.0317   1487.2165    703.0000     53.9723
            1          21      0.0000      0.0333   1486.9412    703.0000     53.9544
            1          22      0.0000      0.0350   1486.6723    703.0000     53.9369
            1          23      0.0000      0.0367   1486.4099    703.0000     53.9199
            1          24      0.0000      0.0383   1486.1542    703.0000     53.9032
            1          25      0.0000      0.0400   1485.9051    703.0000     53.8870
            1          26      0.0000      0.0417   1485.6627    703.0000     53.8713
            1          27      0.0000      0.0433   1485.4272    703.0000     53.8560
            1          28      0.0000      0.0450   1485.1985    703.0000     53.8412
            1          29      0.0000      0.0467   1484.9767    703.0000     53.8268
            1          30      0.0000      0.0483   1484.7620    703.0000     53.8128
            1          31      0.0000      0.0500   1484.5543    703.0000     53.7994
            1          32      0.0000      0.0517   1484.3538    703.0000     53.7864
            1          33      0.0000      0.0533   1484.1604    703.0000     53.7739
            1          34      0.0000      0.0550   1483.9742    703.0000     53.7618
            1          35      0.0000      0.0567   1483.7953    703.0000     53.7502
            1          36      0.0000      0.0583   1483.6238    703.0000     53.7391
            1          37      0.0000      0.0600   1483.4596    703.0000     53.7285
            1          38      0.0000      0.0617   1483.3029    703.0000     53.7183
            1          39      0.0000      0.0633   1483.1537    703.0000     53.7087
            1          40      0.0000      0.0650   1483.0119    703.0000     53.6995
            1          41      0.0000      0.0667   1482.8777    703.0000     53.6909
            1          42      0.0000      0.0683   1482.7512    703.0000     53.6827
            1          43      0.0000      0.0700   1482.6322    703.0000     53.6750
