 ====================================================================================
               Transient state solution for a 2D rectangular plate
                    for applications in steel reheating
                 e.g. Reheating furnaces for rolling processing
 ====================================================================================
 Author: Dickson Alves de Souza

 Based on lectures by professor Roberto Parreiras Tavares

 and book Numerical Heat Transfer and Fluid Flow
 by Suhas V. Patankar (1980)

 Federal University of Minas Gerais (UFMG)
 October 26th, 2017
 ====================================================================================
                              Input parameters:

 Lenght in X direction (meters):           1.0000
 Lenght in Y direction (meters):           0.2000
 Nodes in X direction:                        121
 Nodes in Y direction:                        121
 ====================================================================================

                       STAGE                1/  5
                       START Time:         0.0000
                       END Time:        1140.0000
                       Iterations:             4735

 ====================================================================================
 Temperature of fluid at left face (T left):             1223.1500
 Temperature of fluid at right face (T right):           1223.1500
 Temperature of fluid at bottom face (T bottom):         1223.1500
 Temperature of fluid at top face (T top):               1223.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                2/  5
                       START Time:      1140.0000
                       END Time:        3060.0000
                       Iterations:             4735

 ====================================================================================
 Temperature of fluid at left face (T left):             1423.1500
 Temperature of fluid at right face (T right):           1423.1500
 Temperature of fluid at bottom face (T bottom):         1423.1500
 Temperature of fluid at top face (T top):               1423.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                3/  5
                       START Time:      3060.0000
                       END Time:        4980.0000
                       Iterations:             4735

 ====================================================================================
 Temperature of fluid at left face (T left):             1513.1500
 Temperature of fluid at right face (T right):           1513.1500
 Temperature of fluid at bottom face (T bottom):         1513.1500
 Temperature of fluid at top face (T top):               1513.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 SOLUTION of LINEAR SYSTEM: TDMA (tri-diagonal matrix algorithm)
      ADI approach employed in solution.
 Tolerance:       0.0010

 ====================================================================================
                    Calculation Results
 Current time:    4260.0000000000000       seconds
 Maximum Temperature :    1481.1605601171239
 Minimum Temperature :    1282.6482208813609
 Average(algebraic, non-weigthed) Temperature :    1361.3058191783082
 ====================================================================================
            I           J        X(m)        Y(m)        T(K)  Cp(J/kg.K) K(W/sq-m.K)
 ====================================================================================
            1           1      0.0000      0.0000   1476.1465    703.0000     53.2582
            1           2      0.0000      0.0017   1475.4224    703.0000     53.2120
            1           3      0.0000      0.0033   1474.7070    703.0000     53.1663
            1           4      0.0000      0.0050   1474.0006    703.0000     53.1213
            1           5      0.0000      0.0067   1473.3034    703.0000     53.0770
            1           6      0.0000      0.0083   1472.6156    703.0000     53.0333
            1           7      0.0000      0.0100   1471.9372    703.0000     52.9902
            1           8      0.0000      0.0117   1471.2687    703.0000     52.9478
            1           9      0.0000      0.0133   1470.6100    703.0000     52.9061
            1          10      0.0000      0.0150   1469.9615    703.0000     52.8651
            1          11      0.0000      0.0167   1469.3232    703.0000     52.8248
            1          12      0.0000      0.0183   1468.6955    703.0000     52.7851
            1          13      0.0000      0.0200   1468.0784    703.0000     52.7462
            1          14      0.0000      0.0217   1467.4722    703.0000     52.7081
            1          15      0.0000      0.0233   1466.8769    703.0000     52.6706
            1          16      0.0000      0.0250   1466.2929    703.0000     52.6339
            1          17      0.0000      0.0267   1465.7203    703.0000     52.5980
            1          18      0.0000      0.0283   1465.1592    703.0000     52.5628
            1          19      0.0000      0.0300   1464.6098    703.0000     52.5284
            1          20      0.0000      0.0317   1464.0723    703.0000     52.4947
            1          21      0.0000      0.0333   1463.5469    703.0000     52.4619
            1          22      0.0000      0.0350   1463.0337    703.0000     52.4298
            1          23      0.0000      0.0367   1462.5328    703.0000     52.3986
            1          24      0.0000      0.0383   1462.0444    703.0000     52.3681
            1          25      0.0000      0.0400   1461.5687    703.0000     52.3385
            1          26      0.0000      0.0417   1461.1059    703.0000     52.3097
            1          27      0.0000      0.0433   1460.6559    703.0000     52.2817
            1          28      0.0000      0.0450   1460.2191    703.0000     52.2546
            1          29      0.0000      0.0467   1459.7955    703.0000     52.2283
            1          30      0.0000      0.0483   1459.3853    703.0000     52.2028
            1          31      0.0000      0.0500   1458.9886    703.0000     52.1782
            1          32      0.0000      0.0517   1458.6055    703.0000     52.1545
            1          33      0.0000      0.0533   1458.2362    703.0000     52.1316
            1          34      0.0000      0.0550   1457.8807    703.0000     52.1096
            1          35      0.0000      0.0567   1457.5391    703.0000     52.0885
            1          36      0.0000      0.0583   1457.2117    703.0000     52.0683
            1          37      0.0000      0.0600   1456.8984    703.0000     52.0489
            1          38      0.0000      0.0617   1456.5994    703.0000     52.0305
            1          39      0.0000      0.0633   1456.3148    703.0000     52.0129
            1          40      0.0000      0.0650   1456.0446    703.0000     51.9962
            1          41      0.0000      0.0667   1455.7890    703.0000     51.9805
            1          42      0.0000      0.0683   1455.5480    703.0000     51.9657
            1          43      0.0000      0.0700   1455.3218    703.0000     51.9517
