 ====================================================================================
               Transient state solution for a 2D rectangular plate
                    for applications in steel reheating
                 e.g. Reheating furnaces for rolling processing
 ====================================================================================
 Author: Dickson Alves de Souza

 Based on lectures by professor Roberto Parreiras Tavares

 and book Numerical Heat Transfer and Fluid Flow
 by Suhas V. Patankar (1980)

 Federal University of Minas Gerais (UFMG)
 October 26th, 2017
 ====================================================================================
                              Input parameters:

 Lenght in X direction (meters):           1.0000
 Lenght in Y direction (meters):           0.2000
 Nodes in X direction:                        121
 Nodes in Y direction:                        121
 ====================================================================================

                       STAGE                1/  5
                       START Time:         0.0000
                       END Time:        1140.0000
                       Iterations:             4360

 ====================================================================================
 Temperature of fluid at left face (T left):             1223.1500
 Temperature of fluid at right face (T right):           1223.1500
 Temperature of fluid at bottom face (T bottom):         1223.1500
 Temperature of fluid at top face (T top):               1223.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                2/  5
                       START Time:      1140.0000
                       END Time:        3060.0000
                       Iterations:             4360

 ====================================================================================
 Temperature of fluid at left face (T left):             1423.1500
 Temperature of fluid at right face (T right):           1423.1500
 Temperature of fluid at bottom face (T bottom):         1423.1500
 Temperature of fluid at top face (T top):               1423.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                3/  5
                       START Time:      3060.0000
                       END Time:        4980.0000
                       Iterations:             4360

 ====================================================================================
 Temperature of fluid at left face (T left):             1513.1500
 Temperature of fluid at right face (T right):           1513.1500
 Temperature of fluid at bottom face (T bottom):         1513.1500
 Temperature of fluid at top face (T top):               1513.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 SOLUTION of LINEAR SYSTEM: TDMA (tri-diagonal matrix algorithm)
      ADI approach employed in solution.
 Tolerance:       0.0010

 ====================================================================================
                    Calculation Results
 Current time:    3860.0000000000000       seconds
 Maximum Temperature :    1467.2293417606340
 Minimum Temperature :    1205.2543425784054
 Average(algebraic, non-weigthed) Temperature :    1305.7072536790847
 ====================================================================================
            I           J        X(m)        Y(m)        T(K)  Cp(J/kg.K) K(W/sq-m.K)
 ====================================================================================
            1           1      0.0000      0.0000   1459.7796    703.0000     52.2273
            1           2      0.0000      0.0017   1458.7314    703.0000     52.1623
            1           3      0.0000      0.0033   1457.6959    703.0000     52.0982
            1           4      0.0000      0.0050   1456.6732    703.0000     52.0350
            1           5      0.0000      0.0067   1455.6637    703.0000     51.9728
            1           6      0.0000      0.0083   1454.6677    703.0000     51.9115
            1           7      0.0000      0.0100   1453.6854    703.0000     51.8511
            1           8      0.0000      0.0117   1452.7171    703.0000     51.7918
            1           9      0.0000      0.0133   1451.7632    703.0000     51.7334
            1          10      0.0000      0.0150   1450.8239    703.0000     51.6760
            1          11      0.0000      0.0167   1449.8994    703.0000     51.6197
            1          12      0.0000      0.0183   1448.9901    703.0000     51.5643
            1          13      0.0000      0.0200   1448.0963    703.0000     51.5100
            1          14      0.0000      0.0217   1447.2182    703.0000     51.4567
            1          15      0.0000      0.0233   1446.3561    703.0000     51.4045
            1          16      0.0000      0.0250   1445.5103    703.0000     51.3534
            1          17      0.0000      0.0267   1444.6810    703.0000     51.3033
            1          18      0.0000      0.0283   1443.8684    703.0000     51.2543
            1          19      0.0000      0.0300   1443.0730    703.0000     51.2065
            1          20      0.0000      0.0317   1442.2947    703.0000     51.1597
            1          21      0.0000      0.0333   1441.5341    703.0000     51.1141
            1          22      0.0000      0.0350   1440.7912    703.0000     51.0696
            1          23      0.0000      0.0367   1440.0662    703.0000     51.0262
            1          24      0.0000      0.0383   1439.3596    703.0000     50.9840
            1          25      0.0000      0.0400   1438.6713    703.0000     50.9430
            1          26      0.0000      0.0417   1438.0018    703.0000     50.9031
            1          27      0.0000      0.0433   1437.3511    703.0000     50.8644
            1          28      0.0000      0.0450   1436.7195    703.0000     50.8269
            1          29      0.0000      0.0467   1436.1072    703.0000     50.7905
            1          30      0.0000      0.0483   1435.5144    703.0000     50.7554
            1          31      0.0000      0.0500   1434.9412    703.0000     50.7215
            1          32      0.0000      0.0517   1434.3879    703.0000     50.6887
            1          33      0.0000      0.0533   1433.8545    703.0000     50.6572
            1          34      0.0000      0.0550   1433.3414    703.0000     50.6270
            1          35      0.0000      0.0567   1432.8486    703.0000     50.5979
            1          36      0.0000      0.0583   1432.3763    703.0000     50.5701
            1          37      0.0000      0.0600   1431.9247    703.0000     50.5436
            1          38      0.0000      0.0617   1431.4938    703.0000     50.5182
            1          39      0.0000      0.0633   1431.0839    703.0000     50.4942
            1          40      0.0000      0.0650   1430.6950    703.0000     50.4713
            1          41      0.0000      0.0667   1430.3272    703.0000     50.4498
            1          42      0.0000      0.0683   1429.9808    703.0000     50.4295
            1          43      0.0000      0.0700   1429.6557    703.0000     50.4105
