 ====================================================================================
               Transient state solution for a 2D rectangular plate
                    for applications in steel reheating
                 e.g. Reheating furnaces for rolling processing
 ====================================================================================
 Author: Dickson Alves de Souza

 Based on lectures by professor Roberto Parreiras Tavares

 and book Numerical Heat Transfer and Fluid Flow
 by Suhas V. Patankar (1980)

 Federal University of Minas Gerais (UFMG)
 October 26th, 2017
 ====================================================================================
                              Input parameters:

 Lenght in X direction (meters):           1.0000
 Lenght in Y direction (meters):           0.2000
 Nodes in X direction:                         61
 Nodes in Y direction:                         61
 ====================================================================================

                       STAGE                1/  5
                       START Time:         0.0000
                       END Time:        1140.0000
                       Iterations:             1554

 ====================================================================================
 Temperature of fluid at left face (T left):             1223.1500
 Temperature of fluid at right face (T right):           1223.1500
 Temperature of fluid at bottom face (T bottom):         1223.1500
 Temperature of fluid at top face (T top):               1223.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                2/  5
                       START Time:      1140.0000
                       END Time:        3060.0000
                       Iterations:             1554

 ====================================================================================
 Temperature of fluid at left face (T left):             1423.1500
 Temperature of fluid at right face (T right):           1423.1500
 Temperature of fluid at bottom face (T bottom):         1423.1500
 Temperature of fluid at top face (T top):               1423.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                3/  5
                       START Time:      3060.0000
                       END Time:        4980.0000
                       Iterations:             1554

 ====================================================================================
 Temperature of fluid at left face (T left):             1513.1500
 Temperature of fluid at right face (T right):           1513.1500
 Temperature of fluid at bottom face (T bottom):         1513.1500
 Temperature of fluid at top face (T top):               1513.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 SOLUTION of LINEAR SYSTEM: TDMA (tri-diagonal matrix algorithm)
      ADI approach employed in solution.
 Tolerance:       0.0010

 ====================================================================================
                    Calculation Results
 Current time:    3460.0000000000000       seconds
 Maximum Temperature :    1444.7146705905959
 Minimum Temperature :    1113.2344809446513
 Average(algebraic, non-weigthed) Temperature :    1236.8371870014753
 ====================================================================================
            I           J        X(m)        Y(m)        T(K)  Cp(J/kg.K) K(W/sq-m.K)
 ====================================================================================
            1           1      0.0000      0.0000   1433.6523    703.0000     50.6453
            1           2      0.0000      0.0033   1430.5390    703.0000     50.4622
            1           3      0.0000      0.0067   1427.5161    703.0000     50.2855
            1           4      0.0000      0.0100   1424.5876    703.0000     50.1154
            1           5      0.0000      0.0133   1421.7568    703.0000     49.9520
            1           6      0.0000      0.0167   1419.0268    703.0000     49.7953
            1           7      0.0000      0.0200   1416.4002    703.0000     49.6454
            1           8      0.0000      0.0233   1413.8794    703.0000     49.5024
            1           9      0.0000      0.0267   1411.4666    703.0000     49.3662
            1          10      0.0000      0.0300   1409.1635    703.0000     49.2369
            1          11      0.0000      0.0333   1406.9718    703.0000     49.1144
            1          12      0.0000      0.0367   1404.8930    703.0000     48.9988
            1          13      0.0000      0.0400   1402.9283    703.0000     48.8901
            1          14      0.0000      0.0433   1401.0788    703.0000     48.7882
            1          15      0.0000      0.0467   1399.3454    703.0000     48.6931
            1          16      0.0000      0.0500   1397.7290    703.0000     48.6047
            1          17      0.0000      0.0533   1396.2303    703.0000     48.5231
            1          18      0.0000      0.0567   1394.8499    703.0000     48.4481
            1          19      0.0000      0.0600   1393.5882    703.0000     48.3799
            1          20      0.0000      0.0633   1392.4457    703.0000     48.3182
            1          21      0.0000      0.0667   1391.4226    703.0000     48.2632
            1          22      0.0000      0.0700   1390.5194    703.0000     48.2147
            1          23      0.0000      0.0733   1389.7359    703.0000     48.1727
            1          24      0.0000      0.0767   1389.0725    703.0000     48.1372
            1          25      0.0000      0.0800   1388.5291    703.0000     48.1082
            1          26      0.0000      0.0833   1388.1058    703.0000     48.0856
            1          27      0.0000      0.0867   1387.8023    703.0000     48.0694
            1          28      0.0000      0.0900   1387.6186    703.0000     48.0596
            1          29      0.0000      0.0933   1387.5544    703.0000     48.0562
            1          30      0.0000      0.0967   1387.6096    703.0000     48.0591
            1          31      0.0000      0.1000   1387.7838    703.0000     48.0684
            1          32      0.0000      0.1033   1388.0767    703.0000     48.0840
            1          33      0.0000      0.1067   1388.4879    703.0000     48.1060
            1          34      0.0000      0.1100   1389.0170    703.0000     48.1342
            1          35      0.0000      0.1133   1389.6634    703.0000     48.1688
            1          36      0.0000      0.1167   1390.4266    703.0000     48.2097
            1          37      0.0000      0.1200   1391.3061    703.0000     48.2569
            1          38      0.0000      0.1233   1392.3013    703.0000     48.3104
            1          39      0.0000      0.1267   1393.4115    703.0000     48.3703
            1          40      0.0000      0.1300   1394.6360    703.0000     48.4366
            1          41      0.0000      0.1333   1395.9740    703.0000     48.5091
            1          42      0.0000      0.1367   1397.4247    703.0000     48.5881
            1          43      0.0000      0.1400   1398.9873    703.0000     48.6735
            1          44      0.0000      0.1433   1400.6609    703.0000     48.7652
            1          45      0.0000      0.1467   1402.4444    703.0000     48.8634
            1          46      0.0000      0.1500   1404.3368    703.0000     48.9680
            1          47      0.0000      0.1533   1406.3371    703.0000     49.0791
            1          48      0.0000      0.1567   1408.4439    703.0000     49.1966
            1          49      0.0000      0.1600   1410.6561    703.0000     49.3206
            1          50      0.0000      0.1633   1412.9720    703.0000     49.4511
            1          51      0.0000      0.1667   1415.3902    703.0000     49.5880
            1          52      0.0000      0.1700   1417.9090    703.0000     49.7314
            1          53      0.0000      0.1733   1420.5265    703.0000     49.8812
            1          54      0.0000      0.1767   1423.2407    703.0000     50.0375
            1          55      0.0000      0.1800   1426.0491    703.0000     50.2002
            1          56      0.0000      0.1833   1428.9494    703.0000     50.3691
            1          57      0.0000      0.1867   1431.9385    703.0000     50.5444
            1          58      0.0000      0.1900   1435.0135    703.0000     50.7257
            1          59      0.0000      0.1933   1438.1706    703.0000     50.9131
            1          60      0.0000      0.1967   1441.4058    703.0000     51.1064
            1          61      0.0000      0.2000   1444.7147    703.0000     51.3053
            2           1      0.0167      0.0000   1417.2342    703.0000     49.6929
            2           2      0.0167      0.0033   1413.4657    703.0000     49.4790
            2           3      0.0167      0.0067   1409.8041    703.0000     49.2728
            2           4      0.0167      0.0100   1406.2543    703.0000     49.0745
            2           5      0.0167      0.0133   1402.8209    703.0000     48.8842
            2           6      0.0167      0.0167   1399.5080    703.0000     48.7020
            2           7      0.0167      0.0200   1396.3190    703.0000     48.5279
            2           8      0.0167      0.0233   1393.2573    703.0000     48.3620
            2           9      0.0167      0.0267   1390.3254    703.0000     48.2043
            2          10      0.0167      0.0300   1387.5260    703.0000     48.0547
            2          11      0.0167      0.0333   1384.8611    703.0000     47.9132
            2          12      0.0167      0.0367   1382.3327    703.0000     47.7799
            2          13      0.0167      0.0400   1379.9425    703.0000     47.6545
            2          14      0.0167      0.0433   1377.6920    703.0000     47.5372
            2          15      0.0167      0.0467   1375.5823    703.0000     47.4279
            2          16      0.0167      0.0500   1373.6147    703.0000     47.3264
            2          17      0.0167      0.0533   1371.7901    703.0000     47.2328
            2          18      0.0167      0.0567   1370.1092    703.0000     47.1469
            2          19      0.0167      0.0600   1368.5728    703.0000     47.0687
            2          20      0.0167      0.0633   1367.1815    703.0000     46.9982
            2          21      0.0167      0.0667   1365.9356    703.0000     46.9353
            2          22      0.0167      0.0700   1364.8356    703.0000     46.8799
            2          23      0.0167      0.0733   1363.8816    703.0000     46.8320
            2          24      0.0167      0.0767   1363.0739    703.0000     46.7915
            2          25      0.0167      0.0800   1362.4125    703.0000     46.7584
            2          26      0.0167      0.0833   1361.8973    703.0000     46.7327
            2          27      0.0167      0.0867   1361.5284    703.0000     46.7143
            2          28      0.0167      0.0900   1361.3055    703.0000     46.7032
            2          29      0.0167      0.0933   1361.2285    703.0000     46.6994
            2          30      0.0167      0.0967   1361.2970    703.0000     46.7028
            2          31      0.0167      0.1000   1361.5106    703.0000     46.7134
            2          32      0.0167      0.1033   1361.8690    703.0000     46.7313
            2          33      0.0167      0.1067   1362.3716    703.0000     46.7564
            2          34      0.0167      0.1100   1363.0178    703.0000     46.7887
            2          35      0.0167      0.1133   1363.8072    703.0000     46.8282
            2          36      0.0167      0.1167   1364.7389    703.0000     46.8750
            2          37      0.0167      0.1200   1365.8124    703.0000     46.9290
            2          38      0.0167      0.1233   1367.0266    703.0000     46.9904
            2          39      0.0167      0.1267   1368.3810    703.0000     47.0590
            2          40      0.0167      0.1300   1369.8744    703.0000     47.1349
            2          41      0.0167      0.1333   1371.5059    703.0000     47.2182
            2          42      0.0167      0.1367   1373.2745    703.0000     47.3089
            2          43      0.0167      0.1400   1375.1791    703.0000     47.4070
            2          44      0.0167      0.1433   1377.2185    703.0000     47.5126
            2          45      0.0167      0.1467   1379.3913    703.0000     47.6257
            2          46      0.0167      0.1500   1381.6962    703.0000     47.7464
            2          47      0.0167      0.1533   1384.1318    703.0000     47.8747
            2          48      0.0167      0.1567   1386.6964    703.0000     48.0105
            2          49      0.0167      0.1600   1389.3883    703.0000     48.1541
            2          50      0.0167      0.1633   1392.2057    703.0000     48.3053
            2          51      0.0167      0.1667   1395.1465    703.0000     48.4642
            2          52      0.0167      0.1700   1398.2085    703.0000     48.6309
            2          53      0.0167      0.1733   1401.3893    703.0000     48.8053
            2          54      0.0167      0.1767   1404.6862    703.0000     48.9874
            2          55      0.0167      0.1800   1408.0963    703.0000     49.1772
            2          56      0.0167      0.1833   1411.6162    703.0000     49.3746
            2          57      0.0167      0.1867   1415.2425    703.0000     49.5796
            2          58      0.0167      0.1900   1418.9712    703.0000     49.7921
            2          59      0.0167      0.1933   1422.7977    703.0000     50.0120
            2          60      0.0167      0.1967   1426.7171    703.0000     50.2390
            2          61      0.0167      0.2000   1430.7239    703.0000     50.4730
            3           1      0.0333      0.0000   1401.9154    703.0000     48.8342
            3           2      0.0333      0.0033   1397.5332    703.0000     48.5940
            3           3      0.0333      0.0067   1393.2716    703.0000     48.3628
            3           4      0.0333      0.0100   1389.1371    703.0000     48.1406
            3           5      0.0333      0.0133   1385.1351    703.0000     47.9277
            3           6      0.0333      0.0167   1381.2707    703.0000     47.7241
            3           7      0.0333      0.0200   1377.5485    703.0000     47.5298
            3           8      0.0333      0.0233   1373.9725    703.0000     47.3448
            3           9      0.0333      0.0267   1370.5463    703.0000     47.1692
            3          10      0.0333      0.0300   1367.2731    703.0000     47.0028
            3          11      0.0333      0.0333   1364.1556    703.0000     46.8457
            3          12      0.0333      0.0367   1361.1966    703.0000     46.6978
            3          13      0.0333      0.0400   1358.3981    703.0000     46.5589
            3          14      0.0333      0.0433   1355.7621    703.0000     46.4291
            3          15      0.0333      0.0467   1353.2905    703.0000     46.3083
            3          16      0.0333      0.0500   1350.9846    703.0000     46.1962
            3          17      0.0333      0.0533   1348.8458    703.0000     46.0930
            3          18      0.0333      0.0567   1346.8752    703.0000     45.9984
            3          19      0.0333      0.0600   1345.0738    703.0000     45.9124
            3          20      0.0333      0.0633   1343.4424    703.0000     45.8349
            3          21      0.0333      0.0667   1341.9817    703.0000     45.7658
            3          22      0.0333      0.0700   1340.6921    703.0000     45.7050
            3          23      0.0333      0.0733   1339.5740    703.0000     45.6525
            3          24      0.0333      0.0767   1338.6277    703.0000     45.6082
            3          25      0.0333      0.0800   1337.8534    703.0000     45.5721
            3          26      0.0333      0.0833   1337.2511    703.0000     45.5440
            3          27      0.0333      0.0867   1336.8208    703.0000     45.5240
            3          28      0.0333      0.0900   1336.5623    703.0000     45.5119
            3          29      0.0333      0.0933   1336.4753    703.0000     45.5079
            3          30      0.0333      0.0967   1336.5595    703.0000     45.5118
            3          31      0.0333      0.1000   1336.8145    703.0000     45.5237
            3          32      0.0333      0.1033   1337.2397    703.0000     45.5435
            3          33      0.0333      0.1067   1337.8346    703.0000     45.5712
            3          34      0.0333      0.1100   1338.5984    703.0000     45.6068
            3          35      0.0333      0.1133   1339.5303    703.0000     45.6505
