 ====================================================================================
               Transient state solution for a 2D rectangular plate
                    for applications in steel reheating
                 e.g. Reheating furnaces for rolling processing
 ====================================================================================
 Author: Dickson Alves de Souza

 Based on lectures by professor Roberto Parreiras Tavares

 and book Numerical Heat Transfer and Fluid Flow
 by Suhas V. Patankar (1980)

 Federal University of Minas Gerais (UFMG)
 October 26th, 2017
 ====================================================================================
                              Input parameters:

 Lenght in X direction (meters):           1.0000
 Lenght in Y direction (meters):           0.2000
 Nodes in X direction:                         61
 Nodes in Y direction:                         61
 ====================================================================================

                       STAGE                1/  5
                       START Time:         0.0000
                       END Time:        1140.0000
                       Iterations:             1854

 ====================================================================================
 Temperature of fluid at left face (T left):             1223.1500
 Temperature of fluid at right face (T right):           1223.1500
 Temperature of fluid at bottom face (T bottom):         1223.1500
 Temperature of fluid at top face (T top):               1223.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                2/  5
                       START Time:      1140.0000
                       END Time:        3060.0000
                       Iterations:             1854

 ====================================================================================
 Temperature of fluid at left face (T left):             1423.1500
 Temperature of fluid at right face (T right):           1423.1500
 Temperature of fluid at bottom face (T bottom):         1423.1500
 Temperature of fluid at top face (T top):               1423.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                3/  5
                       START Time:      3060.0000
                       END Time:        4980.0000
                       Iterations:             1854

 ====================================================================================
 Temperature of fluid at left face (T left):             1513.1500
 Temperature of fluid at right face (T right):           1513.1500
 Temperature of fluid at bottom face (T bottom):         1513.1500
 Temperature of fluid at top face (T top):               1513.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 SOLUTION of LINEAR SYSTEM: TDMA (tri-diagonal matrix algorithm)
      ADI approach employed in solution.
 Tolerance:       0.0010

 ====================================================================================
                    Calculation Results
 Current time:    4260.0000000000000       seconds
 Maximum Temperature :    1481.6365464124265
 Minimum Temperature :    1285.2539142645983
 Average(algebraic, non-weigthed) Temperature :    1364.4677158993163
 ====================================================================================
            I           J        X(m)        Y(m)        T(K)  Cp(J/kg.K) K(W/sq-m.K)
 ====================================================================================
            1           1      0.0000      0.0000   1476.7036    703.0000     53.2938
            1           2      0.0000      0.0033   1475.2858    703.0000     53.2033
            1           3      0.0000      0.0067   1473.9033    703.0000     53.1151
            1           4      0.0000      0.0100   1472.5577    703.0000     53.0296
            1           5      0.0000      0.0133   1471.2506    703.0000     52.9467
            1           6      0.0000      0.0167   1469.9832    703.0000     52.8665
            1           7      0.0000      0.0200   1468.7573    703.0000     52.7890
            1           8      0.0000      0.0233   1467.5740    703.0000     52.7145
            1           9      0.0000      0.0267   1466.4349    703.0000     52.6428
            1          10      0.0000      0.0300   1465.3413    703.0000     52.5742
            1          11      0.0000      0.0333   1464.2946    703.0000     52.5086
            1          12      0.0000      0.0367   1463.2959    703.0000     52.4462
            1          13      0.0000      0.0400   1462.3465    703.0000     52.3870
            1          14      0.0000      0.0433   1461.4476    703.0000     52.3309
            1          15      0.0000      0.0467   1460.6003    703.0000     52.2782
            1          16      0.0000      0.0500   1459.8057    703.0000     52.2289
            1          17      0.0000      0.0533   1459.0647    703.0000     52.1829
            1          18      0.0000      0.0567   1458.3782    703.0000     52.1404
            1          19      0.0000      0.0600   1457.7473    703.0000     52.1014
            1          20      0.0000      0.0633   1457.1725    703.0000     52.0658
            1          21      0.0000      0.0667   1456.6547    703.0000     52.0339
            1          22      0.0000      0.0700   1456.1946    703.0000     52.0055
            1          23      0.0000      0.0733   1455.7926    703.0000     51.9807
            1          24      0.0000      0.0767   1455.4493    703.0000     51.9596
            1          25      0.0000      0.0800   1455.1652    703.0000     51.9421
            1          26      0.0000      0.0833   1454.9405    703.0000     51.9283
            1          27      0.0000      0.0867   1454.7756    703.0000     51.9181
            1          28      0.0000      0.0900   1454.6706    703.0000     51.9117
            1          29      0.0000      0.0933   1454.6256    703.0000     51.9089
            1          30      0.0000      0.0967   1454.6407    703.0000     51.9098
            1          31      0.0000      0.1000   1454.7159    703.0000     51.9144
            1          32      0.0000      0.1033   1454.8509    703.0000     51.9227
            1          33      0.0000      0.1067   1455.0456    703.0000     51.9347
            1          34      0.0000      0.1100   1455.2997    703.0000     51.9504
            1          35      0.0000      0.1133   1455.6128    703.0000     51.9696
            1          36      0.0000      0.1167   1455.9845    703.0000     51.9925
            1          37      0.0000      0.1200   1456.4142    703.0000     52.0190
            1          38      0.0000      0.1233   1456.9014    703.0000     52.0491
            1          39      0.0000      0.1267   1457.4453    703.0000     52.0827
            1          40      0.0000      0.1300   1458.0452    703.0000     52.1198
            1          41      0.0000      0.1333   1458.7004    703.0000     52.1603
            1          42      0.0000      0.1367   1459.4099    703.0000     52.2043
            1          43      0.0000      0.1400   1460.1728    703.0000     52.2517
