 ========================================================================
 Mesh information:
 Nx =                   61     -    Ny =                    61
  
 Slab dimensions:
 X(m) =    1.0000000000000000          -    Y(m) =   0.20000000000000001     
                                                                         
                                                                         
 ========================================================================
 Npos =  1
      Time(s)        X(m)        Y(m)     Temp(K)  Cp(J/kg.K) K(W/sq-m.K)
       0.0000      0.0000      0.0000    300.0000    478.5730     62.2137
     200.0000      0.0000      0.0000    513.3661    535.3828     52.9406
     400.0000      0.0000      0.0000    626.1883    601.7097     47.8331
     600.0000      0.0000      0.0000    714.9694    635.2902     44.2604
     800.0000      0.0000      0.0000    789.5151    666.5538     41.7612
    1000.0000      0.0000      0.0000    852.6121    717.4319     40.0979
    1140.0000      0.0000      0.0000    891.1440    770.8792     39.3138
    1340.0000      0.0000      0.0000   1049.7084   1068.3404     38.1796
    1540.0000      0.0000      0.0000   1130.5657    826.4264     39.0033
    1740.0000      0.0000      0.0000   1185.3082    727.8615     40.1195
    1940.0000      0.0000      0.0000   1226.1339    703.0000     41.2450
    2140.0000      0.0000      0.0000   1258.0541    703.0000     42.2974
    2340.0000      0.0000      0.0000   1283.6036    703.0000     43.2470
    2540.0000      0.0000      0.0000   1304.5206    703.0000     44.0944
    2740.0000      0.0000      0.0000   1321.9321    703.0000     44.8470
    2940.0000      0.0000      0.0000   1336.5793    703.0000     45.5127
    3060.0000      0.0000      0.0000   1344.4928    703.0000     45.8847
    3260.0000      0.0000      0.0000   1409.5954    703.0000     49.2611
    3460.0000      0.0000      0.0000   1433.6523    703.0000     50.6453
    3660.0000      0.0000      0.0000   1448.9785    703.0000     51.5636
    3860.0000      0.0000      0.0000   1460.3880    703.0000     52.2650
    4060.0000      0.0000      0.0000   1469.3977    703.0000     52.8295
    4260.0000      0.0000      0.0000   1476.7036    703.0000     53.2938
    4460.0000      0.0000      0.0000   1482.7080    703.0000     53.6799
    4660.0000      0.0000      0.0000   1487.6800    703.0000     54.0025
    4860.0000      0.0000      0.0000   1491.8157    703.0000     54.2729
    4980.0000      0.0000      0.0000   1494.0316    703.0000     54.4186
    5180.0000      0.0000      0.0000   1491.4960    703.0000     54.2520
    5380.0000      0.0000      0.0000   1492.6774    703.0000     54.3295
    5580.0000      0.0000      0.0000   1494.2336    703.0000     54.4319
    5780.0000      0.0000      0.0000   1495.7332    703.0000     54.5307
    5980.0000      0.0000      0.0000   1497.0824    703.0000     54.6199
    6180.0000      0.0000      0.0000   1498.2608    703.0000     54.6979
    6380.0000      0.0000      0.0000   1499.2721    703.0000     54.7650
    6580.0000      0.0000      0.0000   1500.1365    703.0000     54.8224
    6780.0000      0.0000      0.0000   1500.8682    703.0000     54.8711
    6980.0000      0.0000      0.0000   1501.4892    703.0000     54.9125
    7180.0000      0.0000      0.0000   1502.0117    703.0000     54.9473
    7380.0000      0.0000      0.0000   1502.4542    703.0000     54.9768
    7580.0000      0.0000      0.0000   1502.8251    703.0000     55.0016
    7780.0000      0.0000      0.0000   1503.1393    703.0000     55.0225
    7980.0000      0.0000      0.0000   1503.4019    703.0000     55.0401
    8180.0000      0.0000      0.0000   1503.6246    703.0000     55.0550
    8380.0000      0.0000      0.0000   1503.8102    703.0000     55.0674
    8400.0000      0.0000      0.0000   1503.8293    703.0000     55.0686
    8600.0000      0.0000      0.0000   1446.8892    703.0000     51.4368
    8800.0000      0.0000      0.0000   1430.7990    703.0000     50.4774
    9000.0000      0.0000      0.0000   1422.3458    703.0000     49.9859
    9200.0000      0.0000      0.0000   1416.8272    703.0000     49.6697
    9400.0000      0.0000      0.0000   1412.8577    703.0000     49.4446
    9600.0000      0.0000      0.0000   1409.8523    703.0000     49.2755
    9800.0000      0.0000      0.0000   1407.5153    703.0000     49.1447
   10000.0000      0.0000      0.0000   1405.6634    703.0000     49.0416
   10200.0000      0.0000      0.0000   1404.1740    703.0000     48.9590
   10400.0000      0.0000      0.0000   1402.9691    703.0000     48.8924
   10600.0000      0.0000      0.0000   1401.9819    703.0000     48.8379
   10800.0000      0.0000      0.0000   1401.1732    703.0000     48.7934
   11000.0000      0.0000      0.0000   1400.5024    703.0000     48.7565
   11200.0000      0.0000      0.0000   1399.9486    703.0000     48.7261
   11400.0000      0.0000      0.0000   1399.4849    703.0000     48.7007
   11600.0000      0.0000      0.0000   1399.0970    703.0000     48.6795
   11800.0000      0.0000      0.0000   1398.7738    703.0000     48.6618
   12000.0000      0.0000      0.0000   1398.5002    703.0000     48.6468
   12200.0000      0.0000      0.0000   1398.2724    703.0000     48.6344
   12400.0000      0.0000      0.0000   1398.0783    703.0000     48.6238
   12600.0000      0.0000      0.0000   1397.9169    703.0000     48.6150
   12800.0000      0.0000      0.0000   1397.7781    703.0000     48.6074
   13000.0000      0.0000      0.0000   1397.6633    703.0000     48.6011
   13200.0000      0.0000      0.0000   1397.5635    703.0000     48.5957
   13400.0000      0.0000      0.0000   1397.4778    703.0000     48.5910
   13600.0000      0.0000      0.0000   1397.4074    703.0000     48.5872
   13800.0000      0.0000      0.0000   1397.3457    703.0000     48.5838
   14000.0000      0.0000      0.0000   1397.2957    703.0000     48.5811
   14200.0000      0.0000      0.0000   1397.2510    703.0000     48.5786
   14400.0000      0.0000      0.0000   1397.2119    703.0000     48.5765
   14600.0000      0.0000      0.0000   1397.1812    703.0000     48.5748
   14800.0000      0.0000      0.0000   1397.1531    703.0000     48.5733
   15000.0000      0.0000      0.0000   1397.1282    703.0000     48.5720
   15200.0000      0.0000      0.0000   1397.1096    703.0000     48.5709
   15400.0000      0.0000      0.0000   1397.0919    703.0000     48.5700
   15600.0000      0.0000      0.0000   1397.0761    703.0000     48.5691
   15800.0000      0.0000      0.0000   1397.0627    703.0000     48.5684
   16000.0000      0.0000      0.0000   1397.0531    703.0000     48.5679
   16200.0000      0.0000      0.0000   1397.0433    703.0000     48.5673
   16400.0000      0.0000      0.0000   1397.0344    703.0000     48.5668
   16600.0000      0.0000      0.0000   1397.0270    703.0000     48.5664
   16800.0000      0.0000      0.0000   1397.0227    703.0000     48.5662
   17000.0000      0.0000      0.0000   1397.0177    703.0000     48.5659
   17200.0000      0.0000      0.0000   1397.0131    703.0000     48.5657
   17400.0000      0.0000      0.0000   1397.0096    703.0000     48.5655
   17600.0000      0.0000      0.0000   1397.0063    703.0000     48.5653
   17800.0000      0.0000      0.0000   1397.0032    703.0000     48.5651
   18000.0000      0.0000      0.0000   1397.0028    703.0000     48.5651
   18200.0000      0.0000      0.0000   1397.0015    703.0000     48.5650
   18400.0000      0.0000      0.0000   1397.0001    703.0000     48.5650
                                                                         
                                                                         
 ========================================================================
 Npos =  2
      Time(s)        X(m)        Y(m)     Temp(K)  Cp(J/kg.K) K(W/sq-m.K)
       0.0000      0.0000      0.0233    300.0000    478.5730     62.2137
     200.0000      0.0000      0.0233    483.0630    514.3723     54.3524
     400.0000      0.0000      0.0233    591.7877    584.5627     49.3446
     600.0000      0.0000      0.0233    678.7494    622.7783     45.6509
     800.0000      0.0000      0.0233    752.8054    649.1631     42.9257
    1000.0000      0.0000      0.0233    816.5343    684.1131     40.9940
    1140.0000      0.0000      0.0233    856.0902    721.4035     40.0196
    1340.0000      0.0000      0.0233    990.9852   1049.1828     38.1877
    1540.0000      0.0000      0.0233   1073.0085    987.7453     38.3167
    1740.0000      0.0000      0.0233   1134.0128    818.5765     39.0603
    1940.0000      0.0000      0.0233   1181.7404    732.5347     40.0330
    2140.0000      0.0000      0.0233   1220.0816    703.0000     41.0625
    2340.0000      0.0000      0.0233   1251.3282    703.0000     42.0632
    2540.0000      0.0000      0.0233   1277.0635    703.0000     42.9950
    2740.0000      0.0000      0.0233   1298.5126    703.0000     43.8446
    2940.0000      0.0000      0.0233   1316.5662    703.0000     44.6105
    3060.0000      0.0000      0.0233   1326.3206    703.0000     45.0433
    3260.0000      0.0000      0.0233   1385.3988    703.0000     47.9417
    3460.0000      0.0000      0.0233   1413.8794    703.0000     49.5024
    3660.0000      0.0000      0.0233   1432.8498    703.0000     50.5980
    3860.0000      0.0000      0.0233   1447.1186    703.0000     51.4507
    4060.0000      0.0000      0.0233   1458.4137    703.0000     52.1426
    4260.0000      0.0000      0.0233   1467.5740    703.0000     52.7145
    4460.0000      0.0000      0.0233   1475.0984    703.0000     53.1913
    4660.0000      0.0000      0.0233   1481.3248    703.0000     53.5906
    4860.0000      0.0000      0.0233   1486.5006    703.0000     53.9258
    4980.0000      0.0000      0.0233   1489.2727    703.0000     54.1064
    5180.0000      0.0000      0.0233   1488.4320    703.0000     54.0516
    5380.0000      0.0000      0.0233   1490.0922    703.0000     54.1600
    5580.0000      0.0000      0.0233   1492.0747    703.0000     54.2899
    5780.0000      0.0000      0.0233   1493.9599    703.0000     54.4138
    5980.0000      0.0000      0.0233   1495.6487    703.0000     54.5252
    6180.0000      0.0000      0.0233   1497.1205    703.0000     54.6224
    6380.0000      0.0000      0.0233   1498.3822    703.0000     54.7060
    6580.0000      0.0000      0.0233   1499.4598    703.0000     54.7775
    6780.0000      0.0000      0.0233   1500.3717    703.0000     54.8381
    6980.0000      0.0000      0.0233   1501.1452    703.0000     54.8896
    7180.0000      0.0000      0.0233   1501.7960    703.0000     54.9329
    7380.0000      0.0000      0.0233   1502.3469    703.0000     54.9697
    7580.0000      0.0000      0.0233   1502.8089    703.0000     55.0005
    7780.0000      0.0000      0.0233   1503.2000    703.0000     55.0266
    7980.0000      0.0000      0.0233   1503.5269    703.0000     55.0484
    8180.0000      0.0000      0.0233   1503.8041    703.0000     55.0670
    8380.0000      0.0000      0.0233   1504.0351    703.0000     55.0824
    8400.0000      0.0000      0.0233   1504.0589    703.0000     55.0840
    8600.0000      0.0000      0.0233   1456.6747    703.0000     52.0351
    8800.0000      0.0000      0.0233   1438.8016    703.0000     50.9507
    9000.0000      0.0000      0.0233   1428.8050    703.0000     50.3607
    9200.0000      0.0000      0.0233   1422.1513    703.0000     49.9747
    9400.0000      0.0000      0.0233   1417.3308    703.0000     49.6984
    9600.0000      0.0000      0.0233   1413.6707    703.0000     49.4905
    9800.0000      0.0000      0.0233   1410.8212    703.0000     49.3299
   10000.0000      0.0000      0.0233   1408.5619    703.0000     49.2032
   10200.0000      0.0000      0.0233   1406.7443    703.0000     49.1017
   10400.0000      0.0000      0.0233   1405.2738    703.0000     49.0200
   10600.0000      0.0000      0.0233   1404.0688    703.0000     48.9532
   10800.0000      0.0000      0.0233   1403.0816    703.0000     48.8986
   11000.0000      0.0000      0.0233   1402.2627    703.0000     48.8534
   11200.0000      0.0000      0.0233   1401.5866    703.0000     48.8161
   11400.0000      0.0000      0.0233   1401.0205    703.0000     48.7850
   11600.0000      0.0000      0.0233   1400.5469    703.0000     48.7590
   11800.0000      0.0000      0.0233   1400.1523    703.0000     48.7373
   12000.0000      0.0000      0.0233   1399.8183    703.0000     48.7190
   12200.0000      0.0000      0.0233   1399.5402    703.0000     48.7037
   12400.0000      0.0000      0.0233   1399.3031    703.0000     48.6907
   12600.0000      0.0000      0.0233   1399.1060    703.0000     48.6800
   12800.0000      0.0000      0.0233   1398.9366    703.0000     48.6707
   13000.0000      0.0000      0.0233   1398.7964    703.0000     48.6630
   13200.0000      0.0000      0.0233   1398.6746    703.0000     48.6564
   13400.0000      0.0000      0.0233   1398.5699    703.0000     48.6506
   13600.0000      0.0000      0.0233   1398.4840    703.0000     48.6459
   13800.0000      0.0000      0.0233   1398.4086    703.0000     48.6418
   14000.0000      0.0000      0.0233   1398.3476    703.0000     48.6385
   14200.0000      0.0000      0.0233   1398.2929    703.0000     48.6355
   14400.0000      0.0000      0.0233   1398.2452    703.0000     48.6329
   14600.0000      0.0000      0.0233   1398.2078    703.0000     48.6308
   14800.0000      0.0000      0.0233   1398.1734    703.0000     48.6290
   15000.0000      0.0000      0.0233   1398.1430    703.0000     48.6273
   15200.0000      0.0000      0.0233   1398.1203    703.0000     48.6261
   15400.0000      0.0000      0.0233   1398.0987    703.0000     48.6249
   15600.0000      0.0000      0.0233   1398.0794    703.0000     48.6238
   15800.0000      0.0000      0.0233   1398.0630    703.0000     48.6229
   16000.0000      0.0000      0.0233   1398.0513    703.0000     48.6223
   16200.0000      0.0000      0.0233   1398.0393    703.0000     48.6216
   16400.0000      0.0000      0.0233   1398.0284    703.0000     48.6211
   16600.0000      0.0000      0.0233   1398.0194    703.0000     48.6206
   16800.0000      0.0000      0.0233   1398.0142    703.0000     48.6203
   17000.0000      0.0000      0.0233   1398.0081    703.0000     48.6199
   17200.0000      0.0000      0.0233   1398.0024    703.0000     48.6196
   17400.0000      0.0000      0.0233   1397.9981    703.0000     48.6194
   17600.0000      0.0000      0.0233   1397.9942    703.0000     48.6192
   17800.0000      0.0000      0.0233   1397.9904    703.0000     48.6190
   18000.0000      0.0000      0.0233   1397.9899    703.0000     48.6189
   18200.0000      0.0000      0.0233   1397.9883    703.0000     48.6189
   18400.0000      0.0000      0.0233   1397.9866    703.0000     48.6188
                                                                         
                                                                         
 ========================================================================
 Npos =  3
      Time(s)        X(m)        Y(m)     Temp(K)  Cp(J/kg.K) K(W/sq-m.K)
       0.0000      0.0000      0.0500    300.0000    478.5730     62.2137
     200.0000      0.0000      0.0500    464.7997    501.9424     55.2005
     400.0000      0.0000      0.0500    569.0219    571.5835     50.3720
     600.0000      0.0000      0.0500    654.3131    613.6317     46.6437
     800.0000      0.0000      0.0500    727.8600    639.7796     43.7913
    1000.0000      0.0000      0.0500    791.7740    667.8354     41.6940
    1140.0000      0.0000      0.0500    831.8592    696.6537     40.5949
    1340.0000      0.0000      0.0500    957.4875    927.4570     38.4136
    1540.0000      0.0000      0.0500   1033.5806   1128.9290     38.1318
    1740.0000      0.0000      0.0500   1094.2025    921.8876     38.5117
    1940.0000      0.0000      0.0500   1145.0424    794.9039     39.2545
    2140.0000      0.0000      0.0500   1187.9129    724.6097     40.1839
    2340.0000      0.0000      0.0500   1223.8057    703.0000     41.1741
    2540.0000      0.0000      0.0500   1253.7791    703.0000     42.1478
    2740.0000      0.0000      0.0500   1278.7405    703.0000     43.0590
    2940.0000      0.0000      0.0500   1299.7197    703.0000     43.8944
    3060.0000      0.0000      0.0500   1311.0448    703.0000     44.3714
    3260.0000      0.0000      0.0500   1367.4193    703.0000     47.0102
    3460.0000      0.0000      0.0500   1397.7290    703.0000     48.6047
    3660.0000      0.0000      0.0500   1419.2570    703.0000     49.8085
    3860.0000      0.0000      0.0500   1435.8366    703.0000     50.7745
    4060.0000      0.0000      0.0500   1449.0608    703.0000     51.5686
    4260.0000      0.0000      0.0500   1459.8057    703.0000     52.2289
    4460.0000      0.0000      0.0500   1468.6312    703.0000     52.7811
