 ====================================================================================
               Transient state solution for a 2D rectangular plate
                    for applications in steel reheating
                 e.g. Reheating furnaces for rolling processing
 ====================================================================================
 Author: Dickson Alves de Souza

 Based on lectures by professor Roberto Parreiras Tavares

 and book Numerical Heat Transfer and Fluid Flow
 by Suhas V. Patankar (1980)

 Federal University of Minas Gerais (UFMG)
 October 26th, 2017
 ====================================================================================
                              Input parameters:

 Lenght in X direction (meters):           1.0000
 Lenght in Y direction (meters):           0.2000
 Nodes in X direction:                        111
 Nodes in Y direction:                        111
 ====================================================================================

                       STAGE                1/  5
                       START Time:         0.0000
                       END Time:        1140.0000
                       Iterations:             2096

 ====================================================================================
 Temperature of fluid at left face (T left):             1223.1500
 Temperature of fluid at right face (T right):           1223.1500
 Temperature of fluid at bottom face (T bottom):         1223.1500
 Temperature of fluid at top face (T top):               1223.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                2/  5
                       START Time:      1140.0000
                       END Time:        3060.0000
                       Iterations:             2096

 ====================================================================================
 Temperature of fluid at left face (T left):             1423.1500
 Temperature of fluid at right face (T right):           1423.1500
 Temperature of fluid at bottom face (T bottom):         1423.1500
 Temperature of fluid at top face (T top):               1423.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 SOLUTION of LINEAR SYSTEM: TDMA (tri-diagonal matrix algorithm)
      ADI approach employed in solution.
 Tolerance:       0.0010

 ====================================================================================
                    Calculation Results
 Current time:    1540.0000000000000       seconds
 Maximum Temperature :    1191.5738296615070
 Minimum Temperature :    717.36083209203184
 Average(algebraic, non-weigthed) Temperature :    833.08785529727663
 ====================================================================================
            I           J        X(m)        Y(m)        T(K)  Cp(J/kg.K) K(W/sq-m.K)
 ====================================================================================
            1           1      0.0000      0.0000   1130.7193    826.0719     39.0058
            1           2      0.0000      0.0018   1125.4685    838.4229     38.9224
            1           3      0.0000      0.0036   1120.3373    850.9636     38.8449
            1           4      0.0000      0.0055   1115.3294    863.6476     38.7731
            1           5      0.0000      0.0073   1110.4480    876.4292     38.7067
            1           6      0.0000      0.0091   1105.6963    889.2640     38.6456
            1           7      0.0000      0.0109   1101.0768    902.1091     38.5894
            1           8      0.0000      0.0127   1096.5918    914.9238     38.5379
            1           9      0.0000      0.0145   1092.2429    927.6695     38.4908
            1          10      0.0000      0.0164   1088.0316    940.3097     38.4480
            1          11      0.0000      0.0182   1083.9585    952.8108     38.4090
            1          12      0.0000      0.0200   1080.0241    965.1416     38.3738
            1          13      0.0000      0.0218   1076.2285    977.2734     38.3420
            1          14      0.0000      0.0236   1072.5713    989.1800     38.3134
            1          15      0.0000      0.0255   1069.0520   1000.8372     38.2877
            1          16      0.0000      0.0273   1065.6702   1012.2224     38.2648
            1          17      0.0000      0.0291   1062.4253   1023.3141     38.2444
            1          18      0.0000      0.0309   1059.3171   1034.0910     38.2264
            1          19      0.0000      0.0327   1056.3438   1044.5389     38.2104
            1          20      0.0000      0.0345   1053.5028   1054.6483     38.1964
            1          21      0.0000      0.0364   1050.7905   1064.4133     38.1842
            1          22      0.0000      0.0382   1048.2036   1073.8305     38.1735
            1          23      0.0000      0.0400   1045.7382   1082.8985     38.1643
            1          24      0.0000      0.0418   1043.3906   1091.6172     38.1563
            1          25      0.0000      0.0436   1041.1572   1099.9880     38.1495
            1          26      0.0000      0.0455   1039.0341   1108.0132     38.1437
            1          27      0.0000      0.0473   1037.0176   1115.6965     38.1387
            1          28      0.0000      0.0491   1035.1040   1123.0426     38.1346
            1          29      0.0000      0.0509   1033.2894   1130.0582     38.1312
            1          30      0.0000      0.0527   1031.5693   1247.1101     38.1285
            1          31      0.0000      0.0545   1029.9672   1238.1071     38.1263
            1          32      0.0000      0.0564   1028.4760   1229.8203     38.1246
            1          33      0.0000      0.0582   1027.0897   1222.1973     38.1233
            1          34      0.0000      0.0600   1025.8038   1215.1944     38.1223
